yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,Visits/year,Gender
0,1,0,1,1,1,1,0,0,0,0,1,35,48,Female
1,1,0,0,1,1,0,1,1,0,1,2,46,48,Male
0,1,0,0,0,1,1,1,0,1,0,3,55,12,Female
1,1,0,1,0,1,1,1,0,0,0,4,45,48,Female
1,1,0,1,0,0,0,1,1,0,0,2,39,4,Male
0,1,0,0,0,1,0,1,1,1,1,-3,52,1,Male
1,1,0,1,0,1,0,1,1,0,0,3,53,12,Female
1,1,1,1,1,1,0,1,0,0,0,3,44,12,Male
0,1,0,1,1,1,1,1,0,0,0,1,55,1,Female
1,1,0,1,0,1,1,1,0,1,0,5,21,96,Female
0,1,0,0,0,1,1,1,0,0,0,1,48,12,Male
1,1,1,1,1,0,0,1,1,0,0,3,57,12,Female
1,1,0,1,1,1,0,1,1,0,0,3,26,48,Male
1,1,0,0,0,1,1,1,0,0,0,2,52,12,Female
1,1,0,1,1,1,0,1,1,0,0,4,28,48,Male
0,1,0,0,0,1,0,1,0,0,0,2,58,12,Male
1,1,0,0,0,0,1,1,0,1,0,5,34,12,Male
1,1,0,1,0,1,1,0,0,0,0,-4,39,4,Male
1,1,1,1,1,1,0,1,1,0,0,3,20,12,Male
0,1,0,1,0,1,0,0,0,0,1,0,61,1,Female
1,1,0,1,0,0,0,0,1,0,0,4,35,48,Male
0,1,0,1,1,1,0,0,1,0,1,-5,27,0,Male
1,1,0,1,1,1,1,1,0,0,0,3,50,12,Female
1,1,0,1,1,1,1,1,0,0,0,3,58,12,Female
0,1,0,1,1,1,1,0,0,0,1,-1,29,12,Female
1,1,0,1,1,1,0,1,1,0,0,3,23,48,Male
1,1,0,0,0,1,0,1,0,0,0,2,47,4,Male
1,1,0,1,1,1,1,1,0,0,0,2,58,4,Female
0,1,0,1,0,1,0,0,1,0,0,0,49,12,Female
1,1,0,1,0,1,0,0,0,0,0,1,27,12,Female
1,1,0,1,1,1,1,1,0,0,0,5,20,96,Female
1,1,0,1,1,0,0,1,1,0,1,0,43,4,Male
0,1,0,1,0,1,0,0,1,0,1,0,62,4,Female
0,0,0,1,0,1,1,0,0,0,1,-5,55,1,Female
0,0,0,1,1,1,1,1,0,0,0,-3,62,1,Female
0,1,0,1,1,1,1,0,0,0,1,-3,56,1,Female
0,1,0,1,0,1,1,0,0,0,0,-4,60,0,Male
1,1,0,1,0,1,1,1,0,0,0,1,42,12,Female
1,1,0,1,1,1,1,1,0,0,0,4,26,48,Female
0,1,0,1,0,1,1,0,0,0,0,-1,55,1,Female
1,1,0,1,0,1,0,1,0,0,0,4,42,48,Male
0,1,0,0,0,1,1,1,0,1,0,3,67,1,Female
1,1,0,1,0,1,0,1,1,0,0,3,43,48,Male
0,1,0,1,1,1,1,0,0,0,0,0,42,12,Female
1,1,0,0,0,1,1,1,0,1,0,5,50,48,Female
0,1,0,1,1,1,1,0,0,0,1,-4,20,1,Female
0,0,0,1,0,1,0,0,1,0,1,-5,50,0,Male
1,1,1,1,1,1,0,1,1,0,0,1,60,1,Male
1,1,0,1,1,1,1,1,0,0,0,-1,21,0,Male
1,1,0,1,0,1,0,1,1,0,0,4,33,12,Male
1,1,0,1,0,1,1,0,0,0,0,0,68,4,Female
1,1,0,1,1,1,1,1,0,0,0,3,26,12,Male
1,1,0,1,0,1,1,1,0,0,0,1,60,12,Female
1,1,0,1,1,1,0,1,1,0,0,3,52,4,Female
1,1,1,0,0,1,1,1,0,1,0,4,70,4,Female
0,0,0,1,1,1,1,0,1,0,1,-5,44,1,Female
1,1,0,1,1,1,0,1,1,0,0,2,23,4,Female
0,1,1,1,0,1,0,0,0,0,0,-1,62,4,Female
0,1,1,1,0,1,1,1,0,0,0,2,59,48,Female
1,1,0,0,0,1,1,1,0,1,0,5,66,48,Female
0,1,0,1,0,1,0,0,1,1,0,1,44,12,Male
1,1,0,1,1,1,0,1,1,0,0,3,25,12,Male
1,1,0,1,0,0,0,1,1,1,0,3,41,12,Male
1,1,0,0,0,1,1,1,0,0,0,4,41,96,Male
1,1,0,0,0,1,1,1,0,1,0,3,33,48,Male
0,1,0,1,1,1,0,0,1,0,1,1,45,12,Female
1,1,0,1,0,1,1,1,0,1,0,5,23,96,Female
0,0,0,1,1,1,0,0,1,0,1,-4,52,1,Female
0,1,0,1,0,1,1,0,0,0,0,2,63,12,Female
1,1,1,1,1,1,1,1,1,1,1,4,48,12,Female
0,1,0,1,1,1,0,1,1,0,1,-5,52,0,Male
0,0,0,1,1,1,1,0,1,0,1,-5,50,0,Male
1,1,0,1,1,1,1,1,0,1,1,2,28,12,Male
1,1,0,1,1,1,0,1,1,0,1,1,24,12,Male
0,1,0,1,0,0,0,0,1,0,0,0,45,48,Female
1,1,0,1,1,0,0,0,1,0,0,2,26,4,Female
1,1,0,1,1,1,0,1,0,0,1,1,19,4,Male
0,1,0,1,0,1,0,1,1,0,0,2,45,4,Male
0,1,0,0,0,1,0,0,1,1,0,1,44,4,Male
1,1,0,1,1,1,0,1,0,0,0,2,47,12,Male
0,1,0,1,0,1,1,1,0,0,0,3,28,12,Male
0,1,0,1,0,1,1,0,0,0,0,2,62,4,Female
1,1,1,0,1,1,1,1,0,0,0,-1,33,48,Male
1,1,0,0,0,0,1,1,0,1,0,3,67,4,Female
1,1,0,0,0,1,1,1,0,1,0,1,67,1,Female
1,1,1,1,1,1,1,1,1,0,1,2,49,12,Male
1,1,0,1,1,1,1,1,0,0,0,4,33,48,Female
1,1,0,0,0,1,1,1,0,1,0,5,51,96,Female
1,1,0,0,0,1,1,1,0,1,0,3,52,48,Female
1,1,1,1,1,1,1,1,1,1,0,5,30,96,Male
1,1,0,1,0,1,0,1,1,0,0,2,60,12,Female
0,1,0,1,0,1,0,0,1,0,0,-3,47,4,Female
0,1,0,0,0,1,0,1,1,0,0,2,44,12,Male
1,1,0,1,0,1,0,1,1,0,0,2,43,4,Female
0,1,0,1,1,1,1,0,0,0,0,-2,46,12,Male
0,1,0,1,0,1,0,1,0,0,0,1,40,12,Female
0,1,0,1,1,1,0,0,0,0,0,0,48,1,Female
0,1,0,1,1,1,0,0,1,0,1,0,53,12,Female
1,1,0,1,0,1,0,1,1,0,0,4,35,4,Male
0,1,0,1,0,1,1,0,0,1,0,-4,51,4,Male
1,1,0,1,1,1,1,0,1,0,0,2,26,12,Male
0,1,0,1,1,1,0,0,1,0,0,-2,46,4,Female
1,1,0,1,1,1,1,1,0,0,0,2,39,12,Female
1,1,0,1,0,1,1,1,0,0,0,0,38,1,Male
1,1,0,1,0,1,1,1,0,0,0,4,40,12,Female
1,1,0,1,0,1,1,1,0,0,0,5,36,12,Female
0,1,0,1,0,1,1,0,0,0,0,0,56,0,Female
1,1,0,1,1,1,1,1,0,0,0,5,23,12,Female
1,1,0,1,0,1,1,1,0,0,0,5,39,12,Female
0,1,0,1,1,1,1,0,0,0,1,-2,22,4,Female
1,1,0,0,0,1,1,1,0,0,0,3,27,12,Male
1,1,0,1,1,1,1,1,0,0,0,0,23,4,Female
1,1,0,1,1,1,1,1,0,0,0,2,21,4,Female
1,1,1,1,1,1,1,1,1,1,1,3,33,4,Male
0,0,0,1,1,1,1,0,0,0,1,-5,24,0,Female
1,1,0,1,1,1,1,1,0,1,0,5,22,96,Female
0,0,0,1,1,1,1,0,0,0,1,-5,54,4,Female
0,1,1,1,1,0,0,0,1,0,1,-3,56,4,Female
1,1,0,1,1,1,1,1,0,0,0,4,20,12,Male
1,1,1,0,0,0,0,1,1,1,0,4,41,12,Female
0,1,1,0,0,1,0,1,1,0,0,4,70,12,Male
1,1,0,1,1,1,1,1,0,1,0,4,54,12,Female
1,1,0,1,1,1,0,1,1,1,0,3,23,12,Male
1,1,0,0,0,1,1,1,0,1,0,2,61,12,Female
0,1,0,1,0,1,0,1,1,0,0,1,52,48,Female
1,1,0,1,0,1,1,1,0,1,0,3,61,48,Female
0,1,1,1,0,1,1,0,0,0,1,-2,66,4,Female
1,1,0,1,1,1,0,1,1,0,0,1,40,12,Female
1,1,1,1,1,1,1,1,1,1,1,5,26,0,Male
0,1,0,0,1,1,0,0,1,1,0,2,32,12,Male
1,1,0,1,1,1,1,1,0,0,0,-2,60,4,Male
1,1,0,1,0,1,1,1,0,0,0,3,38,12,Male
1,1,0,1,1,1,0,1,1,0,0,3,29,4,Male
0,0,0,1,1,1,0,0,1,0,0,-5,69,0,Male
0,1,0,1,1,1,1,0,0,0,0,2,64,1,Male
0,1,0,1,1,1,0,0,0,0,1,-5,40,0,Male
1,1,0,1,1,1,0,1,1,0,0,1,42,12,Male
1,1,0,1,0,1,1,1,0,0,0,-5,64,12,Female
1,1,0,1,1,1,0,1,1,1,0,5,22,48,Male
1,1,0,1,1,1,1,1,0,0,0,2,57,4,Female
1,1,0,1,1,1,0,1,1,0,0,2,28,4,Female
1,1,0,1,0,1,1,1,0,1,0,5,41,12,Female
1,1,1,1,1,1,0,1,1,0,0,0,56,96,Male
1,1,0,0,0,1,1,1,0,1,0,3,50,12,Female
0,1,0,1,1,1,1,0,1,0,1,-5,68,0,Male
0,1,0,1,0,1,0,1,1,0,1,-5,62,1,Male
1,1,0,1,1,1,1,1,0,0,0,4,58,4,Female
1,1,0,0,0,1,1,1,0,1,0,5,47,96,Male
1,1,0,1,0,1,0,1,1,1,0,3,35,12,Female
1,1,1,1,0,1,1,1,0,0,0,4,58,12,Male
1,1,0,1,1,1,1,1,0,0,0,5,21,48,Female
1,1,0,1,0,1,1,1,0,1,0,3,53,4,Female
1,1,0,1,0,1,1,1,0,1,0,5,38,12,Female
1,1,0,1,0,1,0,1,1,0,0,5,59,12,Male
1,1,0,1,1,1,0,1,1,0,0,4,39,48,Female
1,1,0,1,1,1,0,1,0,0,0,2,36,4,Female
1,1,0,1,1,1,1,1,0,0,0,5,26,96,Female
0,1,0,1,0,1,0,1,1,0,0,-1,53,48,Male
1,1,0,0,0,1,1,1,0,1,0,5,64,12,Female
0,1,0,1,1,1,0,1,1,1,1,-3,56,4,Female
0,1,0,1,1,1,0,0,1,0,0,-5,65,0,Male
0,0,0,0,1,0,0,0,0,0,1,-5,40,0,Male
1,1,0,0,0,1,1,1,0,1,0,5,68,12,Male
1,1,0,1,0,1,1,1,0,0,0,4,65,96,Male
1,1,0,1,1,1,1,1,0,0,0,2,52,12,Female
0,1,0,1,0,1,1,0,0,1,0,-4,37,1,Female
0,0,0,1,1,1,1,0,1,0,1,-5,32,1,Male
1,1,1,1,0,1,1,1,0,0,0,5,51,48,Female
1,1,0,1,1,1,1,1,0,1,0,3,52,4,Female
1,1,0,0,0,1,0,1,1,1,0,4,57,4,Female
1,1,0,1,0,1,1,1,0,1,0,5,55,4,Female
0,1,0,1,0,1,0,1,1,0,0,0,38,12,Female
0,1,0,1,1,1,1,0,0,0,0,2,44,48,Female
1,1,0,1,0,1,0,1,1,0,0,3,56,1,Female
0,1,0,1,1,0,0,0,0,0,0,1,67,1,Female
1,1,0,1,0,1,0,1,0,1,0,3,43,12,Female
0,1,0,1,0,1,1,1,0,0,0,1,39,4,Male
1,1,0,1,1,1,1,1,0,0,0,2,27,48,Female
1,1,0,1,1,1,0,1,0,0,0,1,29,1,Female
0,1,0,0,1,1,1,0,0,0,0,-1,24,1,Male
0,1,0,1,1,1,0,0,1,0,1,-5,37,4,Male
1,1,0,1,1,1,0,1,1,0,1,1,22,12,Female
0,1,0,1,0,1,0,1,1,1,1,-2,55,0,Female
0,1,0,1,1,1,1,0,0,0,0,-2,50,1,Male
1,0,0,0,0,1,0,1,1,1,0,1,26,12,Male
0,1,0,1,0,1,1,1,0,0,0,0,55,4,Female
1,1,0,1,0,1,1,1,0,0,0,2,48,12,Female
1,1,0,1,0,1,0,1,1,0,0,4,25,48,Female
1,1,0,1,1,1,1,1,1,0,0,4,32,96,Male
0,1,0,1,1,1,0,0,1,0,1,1,28,4,Female
0,1,0,1,0,1,1,0,0,0,0,-1,52,1,Female
1,1,0,1,0,1,1,0,0,0,0,1,30,48,Male
1,1,0,1,0,1,1,1,0,0,0,-2,52,1,Female
1,1,0,0,0,1,1,1,0,0,0,4,55,12,Female
0,0,0,1,1,1,0,0,1,0,1,-5,35,1,Female
1,1,0,1,0,1,1,1,0,0,0,3,29,48,Male
1,1,0,1,1,1,1,1,0,0,0,2,55,1,Male
0,1,0,1,1,1,1,1,0,0,1,1,50,4,Female
0,1,0,1,1,1,1,0,0,0,1,-2,34,48,Male
0,1,0,1,0,1,1,1,0,0,0,0,59,0,Female
1,1,1,0,0,1,0,1,1,1,0,4,40,48,Male
1,1,0,1,0,1,1,1,0,0,0,3,39,12,Female
0,1,0,1,1,0,0,1,0,1,0,0,46,4,Female
1,1,0,0,0,0,1,1,0,0,0,5,25,48,Male
0,1,0,1,1,0,0,0,1,0,1,-3,48,4,Male
1,1,0,1,0,1,1,1,0,0,0,3,56,48,Female
0,1,0,1,1,1,1,0,0,0,1,-3,46,1,Female
1,1,1,1,0,1,1,1,0,1,0,5,44,48,Male
0,1,0,0,0,1,1,0,0,1,1,-5,55,1,Female
1,1,0,1,1,1,1,1,0,0,0,3,63,96,Male
0,1,0,1,1,1,0,1,1,0,0,1,58,4,Male
1,1,0,1,1,1,1,1,0,0,0,4,18,12,Male
0,1,0,1,0,1,0,1,1,0,0,0,60,4,Male
0,1,0,1,0,1,1,0,0,0,0,-5,63,1,Female
1,1,0,1,1,1,1,1,0,0,0,3,30,12,Female
0,1,0,1,1,0,0,0,1,0,0,-5,67,0,Female
0,0,0,1,1,1,0,0,1,0,0,-5,65,0,Female
1,1,1,1,1,1,1,1,0,1,0,3,61,12,Female
0,1,0,1,0,1,0,1,0,0,0,2,52,48,Male
1,1,0,1,1,1,0,1,1,0,0,-3,23,1,Female
0,1,0,1,1,0,0,0,1,0,1,-4,41,4,Female
1,1,0,1,1,1,1,1,0,0,1,0,57,4,Male
0,1,0,1,0,1,1,0,0,0,0,0,46,1,Female
1,1,0,1,1,1,0,1,1,0,0,-2,36,4,Male
0,0,0,1,1,1,1,0,1,1,1,-5,54,0,Male
1,1,0,1,1,1,1,1,0,0,0,2,37,12,Male
1,1,0,1,1,1,1,1,0,0,0,5,33,48,Female
1,1,0,1,1,0,1,1,0,0,0,3,26,48,Male
1,1,0,0,0,0,0,1,1,1,0,4,27,48,Male
0,1,0,1,0,1,1,0,0,0,1,-5,34,1,Male
1,1,0,1,0,0,1,1,0,0,0,2,49,12,Male
1,1,0,1,0,1,1,1,0,1,0,3,34,48,Female
0,1,0,1,1,1,1,0,0,0,1,3,37,12,Female
0,1,0,1,1,1,0,0,0,1,0,-4,62,1,Male
0,1,0,1,0,1,1,0,0,0,0,2,54,12,Male
0,1,1,1,1,1,1,1,1,1,0,-3,37,1,Female
1,1,1,1,1,1,1,1,0,0,0,1,57,4,Male
0,0,0,1,1,0,0,0,1,0,1,-1,48,4,Male
0,1,0,1,1,1,1,0,0,0,1,-5,59,0,Female
1,1,0,1,0,1,1,1,0,1,0,4,52,12,Female
0,1,0,1,1,1,1,1,0,0,0,1,36,4,Female
0,1,0,1,1,1,1,0,0,0,0,-3,35,4,Male
0,1,0,1,1,1,0,0,1,0,1,-4,43,1,Male
0,1,0,1,0,1,1,0,0,0,1,-4,60,0,Female
0,1,0,1,1,1,1,0,0,0,0,-3,32,0,Female
1,1,0,1,0,1,1,1,0,0,0,4,62,48,Male
1,1,0,1,1,1,0,1,1,0,0,4,45,12,Male
1,1,0,1,0,1,1,1,0,0,0,4,45,12,Male
0,0,0,0,0,0,0,0,1,0,1,-5,34,12,Male
0,1,0,1,0,1,1,0,0,0,1,-5,55,1,Male
0,1,1,1,0,1,0,1,0,0,1,-1,36,4,Male
0,1,0,0,0,1,1,0,0,0,0,0,29,1,Male
0,1,0,1,0,1,1,0,0,0,1,-5,64,12,Female
0,1,0,1,0,1,1,0,0,0,0,-3,66,12,Female
0,1,0,1,0,1,0,1,0,0,0,3,49,12,Female
1,1,0,1,0,1,1,1,0,0,0,2,25,4,Female
0,1,0,1,0,1,1,1,0,1,0,2,58,12,Female
0,1,0,1,0,1,1,1,0,0,0,2,56,1,Female
1,1,0,0,0,1,1,1,1,0,0,3,29,4,Female
0,1,0,1,1,1,1,1,0,0,0,-1,70,1,Female
0,1,0,1,1,1,1,0,0,0,1,-3,37,4,Female
1,1,0,1,0,1,0,1,1,0,0,2,38,48,Male
1,1,0,1,0,1,1,1,0,1,0,0,59,1,Female
0,1,0,1,1,1,1,0,0,0,0,-3,20,4,Female
1,1,0,0,0,1,1,1,0,1,0,5,69,12,Female
0,1,0,1,1,1,0,1,1,0,0,1,66,12,Female
0,1,0,1,0,1,1,1,0,0,0,2,53,12,Female
0,0,0,1,1,1,1,0,0,0,1,-5,60,0,Female
1,1,0,1,0,1,1,1,0,0,0,3,38,48,Female
0,1,0,1,1,0,0,0,1,0,1,0,34,4,Female
1,1,1,1,0,1,0,1,0,0,0,2,45,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,30,4,Male
0,0,0,1,1,1,0,0,1,0,1,-5,38,0,Male
1,1,0,0,0,1,0,0,0,0,0,1,55,12,Male
1,1,0,1,0,1,0,1,0,0,0,2,35,12,Female
0,1,0,0,0,1,1,1,0,0,0,-3,49,1,Female
0,1,0,1,1,1,1,0,0,0,0,0,60,1,Female
0,0,0,1,1,0,1,0,0,1,0,-2,48,4,Female
1,1,0,1,0,1,1,1,0,0,0,2,43,12,Female
1,1,0,1,1,1,0,1,1,0,0,-4,39,1,Male
1,1,0,1,0,1,1,1,0,0,0,0,23,48,Male
1,1,0,1,1,1,1,1,0,0,0,4,51,12,Female
0,1,0,1,1,1,1,0,0,0,1,-5,21,0,Female
1,1,0,1,0,1,1,1,0,0,0,0,70,1,Female
0,1,0,1,0,1,0,0,1,0,1,-5,56,1,Male
0,0,0,1,0,0,0,0,1,0,1,-1,33,1,Female
1,1,0,1,0,1,1,1,0,0,0,3,58,4,Male
1,1,0,1,1,0,0,1,1,0,0,3,23,12,Female
1,1,1,1,0,1,1,1,0,0,0,0,63,4,Female
1,1,0,1,0,1,0,1,1,0,0,2,33,12,Female
0,1,0,0,0,0,0,1,1,1,0,1,51,1,Female
1,1,0,1,0,1,0,1,1,0,0,5,27,12,Male
1,1,0,0,0,1,1,1,0,1,0,2,51,12,Male
0,0,0,0,0,0,0,0,0,0,0,-3,69,0,Male
1,1,0,0,0,1,1,1,0,0,0,2,59,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,40,12,Male
1,1,0,1,1,1,1,1,0,0,0,5,20,12,Female
0,1,0,1,1,1,1,0,0,0,1,-5,28,0,Male
1,1,0,1,1,0,0,1,1,0,0,1,31,12,Male
1,1,0,1,1,1,0,1,1,0,0,2,32,4,Female
1,1,0,1,0,1,0,1,0,0,0,3,34,48,Female
0,1,0,1,1,1,1,0,1,0,1,-3,62,48,Male
1,1,0,1,1,1,1,1,0,1,0,0,33,4,Female
0,1,0,1,0,1,0,1,1,0,1,-1,51,12,Female
1,1,0,1,1,1,1,1,0,0,0,4,36,4,Male
1,1,0,1,0,1,0,1,0,0,0,4,22,12,Female
0,0,0,0,0,0,0,0,1,0,1,-5,51,0,Female
0,1,0,1,1,1,0,1,1,0,1,-5,42,0,Male
1,1,0,0,1,1,1,1,0,1,0,2,24,12,Male
1,1,0,1,1,1,0,1,1,0,0,3,18,12,Male
0,1,0,1,1,1,1,0,0,0,1,-5,26,1,Female
0,1,1,1,1,1,1,0,0,1,0,0,57,0,Male
1,1,0,1,0,1,1,1,0,1,0,1,59,48,Male
1,1,0,1,1,1,0,1,1,0,0,0,38,4,Female
1,1,0,1,1,1,1,1,0,0,0,5,26,96,Female
1,1,0,1,0,1,1,1,0,1,0,2,31,12,Male
1,1,0,1,1,1,1,0,0,0,0,2,27,1,Female
0,1,1,1,1,1,0,1,1,0,0,-3,55,0,Male
1,1,0,0,0,1,1,1,0,1,0,4,47,96,Male
0,0,0,1,1,0,0,0,1,0,1,-4,52,0,Male
1,1,0,1,0,1,1,1,0,1,0,5,58,48,Male
1,1,0,1,1,1,1,1,0,0,0,2,30,4,Female
1,1,0,1,1,1,0,1,1,0,0,-1,38,4,Female
1,1,0,1,0,1,1,1,0,0,0,4,49,48,Female
1,1,0,1,0,1,0,0,0,0,0,3,37,12,Male
1,1,0,1,1,1,0,0,1,0,0,3,39,12,Male
1,1,0,1,0,1,1,1,0,0,0,4,60,48,Male
1,1,0,1,0,0,1,1,0,0,0,3,50,48,Male
1,1,0,1,0,1,1,1,0,0,0,4,25,48,Male
0,1,0,1,1,1,1,0,0,0,1,-4,64,0,Male
0,0,0,1,0,0,0,0,1,0,1,-3,62,1,Male
0,1,0,1,1,1,1,0,0,0,1,-2,37,1,Male
1,1,0,0,0,1,0,0,1,1,0,2,68,4,Male
1,1,0,1,1,1,1,1,0,0,0,2,24,12,Female
1,1,1,0,1,1,1,1,0,1,0,1,26,48,Male
0,1,0,1,1,1,0,0,1,0,0,2,49,12,Female
0,1,0,0,0,0,0,0,1,0,0,-2,43,48,Male
1,1,0,1,1,1,1,1,0,0,1,4,53,12,Female
1,1,0,1,1,1,1,1,0,0,0,2,41,12,Male
0,1,0,1,1,1,1,0,0,0,1,-5,35,4,Female
0,0,0,1,1,0,0,0,1,0,1,-5,60,0,Male
1,1,0,1,1,1,1,1,0,0,0,2,35,48,Male
0,1,0,1,1,1,0,0,1,0,1,0,54,4,Male
1,1,0,1,1,1,1,1,1,0,0,4,23,48,Female
0,1,0,0,1,1,1,0,0,1,0,0,41,1,Female
0,1,0,1,1,0,0,0,1,0,1,-5,57,1,Female
0,0,0,1,0,1,1,0,0,0,1,-5,64,0,Female
1,1,0,1,1,1,1,1,0,0,0,2,59,12,Female
1,1,0,1,0,1,1,1,0,0,0,4,38,12,Female
0,1,0,1,0,1,1,1,0,0,0,1,66,4,Male
1,1,0,1,0,1,1,1,0,0,0,4,49,48,Female
1,1,1,1,1,1,0,1,1,0,0,0,48,4,Female
0,1,0,1,1,0,0,0,1,0,0,-5,63,1,Female
1,1,0,1,0,1,1,1,0,0,0,1,64,4,Female
0,1,0,1,1,1,1,0,0,0,0,-1,56,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,24,96,Female
0,0,0,1,0,1,1,0,0,0,1,0,57,1,Female
0,0,0,1,1,1,1,0,0,1,1,-4,59,1,Male
1,1,0,1,0,1,1,1,0,1,0,4,39,12,Female
1,1,0,1,0,1,1,1,0,1,0,5,37,48,Female
1,1,1,0,0,1,1,1,0,1,0,0,65,1,Male
0,1,0,1,0,1,0,0,0,0,1,-5,55,4,Male
1,1,0,1,1,1,1,1,0,0,0,-2,34,1,Female
