yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,Visits/year,Gender
0,1,0,1,0,1,1,0,0,0,0,1,31,48,Female
1,1,0,1,1,1,1,1,0,1,0,0,23,12,Female
0,1,0,1,1,1,1,0,0,0,0,0,42,12,Female
1,1,0,1,1,1,0,1,1,0,0,1,31,1,Male
0,1,0,1,0,1,1,1,0,0,0,1,32,12,Female
0,1,0,1,0,1,0,0,1,0,0,0,49,4,Female
0,1,0,0,1,1,1,0,0,0,1,0,59,12,Male
1,1,0,1,1,1,0,0,0,0,0,5,21,96,Female
1,1,0,1,0,1,0,1,1,0,0,3,25,12,Female
0,1,0,1,1,1,1,0,0,0,0,2,24,12,Male
0,1,0,1,0,1,1,1,0,0,0,-5,58,0,Male
0,1,0,1,0,1,0,0,1,0,0,0,54,4,Male
0,0,0,1,1,1,0,0,1,0,1,-5,62,0,Male
0,1,0,1,1,1,0,0,1,0,0,3,31,12,Male
1,1,0,1,1,1,1,1,1,1,1,1,21,12,Female
0,1,0,1,0,1,1,0,0,0,0,2,48,12,Male
1,1,1,1,1,1,1,1,0,0,1,0,30,4,Female
1,1,0,1,1,1,1,1,0,0,1,2,36,48,Female
1,1,0,1,1,1,1,1,0,0,0,2,21,4,Female
0,1,0,1,1,1,1,0,0,0,0,2,63,4,Female
1,1,0,1,1,0,1,0,0,1,0,1,33,48,Male
1,1,0,1,1,1,1,1,0,0,0,5,18,48,Female
1,1,0,1,1,1,1,1,0,0,0,2,20,12,Male
0,1,0,1,1,1,1,1,0,0,0,0,56,12,Female
1,1,0,1,1,1,1,1,0,1,0,3,38,4,Female
0,1,0,1,0,1,1,0,0,0,0,1,43,4,Male
0,1,0,1,1,1,0,1,1,0,1,0,18,4,Male
0,1,0,1,1,1,1,0,1,0,0,3,19,48,Male
0,1,1,1,0,1,0,0,1,0,1,-2,43,4,Male
0,0,0,1,1,1,0,0,1,0,1,-5,50,0,Male
1,1,0,1,1,1,0,0,1,0,0,-3,54,12,Female
1,1,0,1,1,1,1,1,0,0,0,2,23,48,Male
0,1,0,1,1,1,1,1,1,0,1,0,40,4,Male
1,1,1,1,0,1,0,1,1,1,0,2,52,4,Female
0,1,0,1,0,1,1,0,0,0,0,0,35,4,Male
0,1,0,1,0,1,0,0,1,0,0,1,41,12,Male
0,0,0,1,1,1,0,0,1,0,1,-4,60,1,Male
1,1,0,1,0,1,1,1,0,1,0,3,66,4,Female
0,1,1,1,1,1,1,1,0,1,0,-1,45,4,Male
0,1,0,1,1,0,0,0,1,0,1,-5,39,12,Male
0,1,1,1,1,1,1,1,1,0,0,1,49,1,Female
1,1,0,1,1,1,1,1,0,0,0,1,58,12,Female
1,1,0,0,0,1,1,1,0,1,0,3,32,4,Female
1,1,0,1,0,0,0,1,1,1,0,3,34,12,Female
0,1,0,1,1,1,1,0,0,0,1,-2,50,12,Female
0,1,0,1,0,1,0,0,0,0,1,-5,58,0,Female
0,1,0,1,1,1,1,1,0,0,1,-3,34,1,Female
1,1,0,1,0,1,1,1,0,0,0,3,53,4,Female
1,1,0,1,0,1,0,1,1,0,0,3,46,12,Male
1,1,0,1,1,0,0,0,1,0,0,0,54,1,Female
1,1,0,1,0,1,1,1,0,0,0,4,29,12,Male
1,1,0,1,0,1,1,1,0,0,0,4,38,12,Female
1,1,0,1,1,1,1,0,1,1,0,2,52,4,Female
1,1,0,1,1,1,0,1,1,0,0,1,32,12,Female
0,1,1,1,1,1,1,1,0,0,0,2,65,12,Female
1,1,0,1,0,1,0,0,0,0,0,0,44,4,Male
0,1,0,1,0,1,1,0,0,1,0,-1,42,12,Male
1,1,0,1,0,1,0,1,1,0,0,4,37,12,Female
1,1,0,1,0,0,0,1,1,0,0,0,24,96,Male
0,1,1,1,1,1,0,1,0,0,1,0,69,0,Female
0,1,1,1,1,1,1,1,0,0,1,0,39,12,Male
1,0,0,0,0,1,0,1,0,1,0,4,55,12,Male
1,1,0,1,1,1,0,1,1,0,0,2,47,4,Female
1,1,0,1,0,1,0,1,1,1,0,5,46,12,Female
1,1,0,1,0,1,0,1,1,0,0,0,63,4,Female
0,0,0,1,1,1,1,0,0,0,1,-4,64,0,Female
1,1,0,1,1,1,0,0,1,0,1,3,34,4,Female
0,1,0,1,1,1,0,0,1,0,1,-2,30,48,Male
1,1,0,1,1,1,1,1,0,0,0,2,37,1,Female
1,1,0,1,0,1,0,1,1,1,0,4,48,12,Male
1,1,0,1,1,1,1,1,0,1,0,3,32,12,Female
0,1,0,1,1,1,0,1,0,0,0,-1,24,1,Female
1,1,1,0,0,1,1,1,0,1,0,4,65,4,Male
0,1,0,1,1,1,1,0,0,0,0,-3,64,4,Male
0,1,0,0,0,1,0,0,0,0,0,0,64,4,Male
1,1,0,1,0,1,1,1,0,1,0,2,50,12,Male
1,1,0,1,0,1,0,1,1,0,0,2,55,12,Male
0,1,1,1,1,1,1,0,0,0,0,-2,70,1,Male
0,0,0,1,1,0,1,0,0,0,1,-2,35,0,Female
0,0,0,0,0,0,0,0,0,0,0,-5,24,0,Male
0,1,0,1,1,1,0,0,1,0,1,-5,18,1,Male
1,1,0,1,1,1,1,1,0,0,0,4,30,12,Female
0,1,0,1,1,1,0,0,0,0,1,-3,59,1,Male
1,1,0,1,0,1,0,1,1,0,0,3,64,12,Male
0,1,1,1,1,1,1,1,0,0,0,-3,62,1,Male
0,1,0,1,0,0,0,0,1,0,0,-3,63,1,Female
1,1,0,1,1,0,0,1,0,0,0,3,36,48,Male
0,1,0,1,1,0,0,0,1,0,0,0,32,4,Male
1,0,0,0,1,1,0,1,1,0,0,5,61,48,Female
1,1,0,1,0,1,0,1,1,0,0,4,42,48,Female
1,1,0,1,0,1,1,1,0,0,0,5,43,12,Female
0,1,0,1,0,0,0,0,0,0,0,0,44,1,Female
0,0,0,1,1,1,0,1,1,0,0,2,19,48,Male
0,1,0,1,1,1,0,1,1,0,0,1,53,4,Female
1,1,0,1,0,1,1,1,0,0,0,2,32,4,Male
0,1,0,1,1,1,0,0,1,0,0,0,52,12,Female
0,1,0,1,0,1,1,0,0,0,1,-3,60,0,Male
0,1,0,1,1,1,0,0,1,0,0,-1,53,4,Female
0,1,0,1,1,1,1,0,0,0,1,-5,33,1,Female
1,0,1,0,0,0,0,0,1,1,0,5,40,12,Female
1,1,0,1,0,1,0,1,1,0,0,-2,63,1,Male
1,1,1,0,0,1,1,1,0,1,0,3,47,48,Male
1,1,0,1,0,1,0,1,0,0,0,3,25,12,Female
0,1,0,1,0,1,1,0,0,0,0,-3,38,4,Male
1,1,0,1,1,1,1,1,0,0,0,5,28,48,Female
0,1,0,1,1,1,0,0,1,1,0,0,57,1,Male
1,1,0,1,0,1,1,1,0,1,0,4,56,48,Female
1,1,0,1,1,1,0,1,1,0,0,3,35,4,Male
0,0,0,1,1,1,0,0,1,0,1,-3,62,1,Male
1,1,0,1,0,1,0,1,1,0,0,1,37,4,Female
0,1,0,1,1,1,1,0,0,1,0,1,63,48,Male
0,1,1,0,0,1,0,0,1,1,0,1,57,1,Male
0,1,0,1,1,1,1,0,0,0,0,-1,53,1,Female
0,1,0,1,1,1,1,0,0,0,1,2,49,48,Female
0,1,1,1,1,1,1,1,0,0,0,1,56,0,Male
0,1,1,1,0,1,1,1,0,0,0,1,50,12,Male
1,1,0,1,0,1,1,1,0,0,0,4,59,1,Female
1,1,0,1,0,1,1,1,0,1,0,5,32,12,Female
1,1,0,1,0,1,0,1,0,0,0,4,44,12,Female
0,1,0,1,1,1,0,0,1,0,0,1,34,12,Female
0,1,0,1,0,1,1,0,0,0,1,0,51,1,Female
1,1,0,1,1,1,1,1,0,0,0,1,33,12,Male
1,1,0,1,1,1,1,1,0,1,0,2,36,12,Female
1,1,0,1,1,1,0,1,1,1,0,3,24,96,Female
1,1,0,1,0,1,1,1,0,0,0,3,42,12,Female
0,1,0,1,1,1,0,0,1,0,1,-5,45,0,Male
0,1,0,1,1,1,0,0,1,0,1,0,48,4,Female
1,1,0,1,0,1,1,1,0,0,0,5,34,96,Female
1,1,0,1,0,1,1,1,0,0,0,5,28,48,Female
0,0,0,0,0,0,0,0,0,0,0,0,55,1,Female
1,1,0,1,1,1,1,1,0,1,0,2,29,4,Female
1,1,0,0,0,1,1,1,0,1,0,5,40,12,Female
1,1,0,1,1,1,0,1,1,0,0,0,44,4,Male
0,1,1,1,1,1,0,0,1,0,1,-5,49,1,Male
1,1,0,1,0,1,1,1,0,0,0,3,29,12,Male
1,1,0,1,1,1,1,1,0,0,0,4,40,48,Male
0,0,0,1,0,1,1,0,1,0,0,3,30,96,Male
1,1,0,1,0,1,1,1,0,0,0,2,34,12,Male
1,1,1,1,1,1,1,1,0,0,0,1,60,4,Male
0,1,0,1,0,1,1,1,0,0,0,2,66,12,Male
1,1,0,0,0,1,0,1,1,1,0,3,51,4,Male
0,0,0,1,1,1,1,0,0,0,1,-5,44,1,Male
1,1,0,0,0,1,1,1,0,1,0,3,64,1,Male
1,1,0,0,0,1,1,0,1,1,0,3,37,4,Female
0,0,0,1,1,0,0,0,1,0,1,-5,51,0,Male
1,1,0,1,0,1,1,1,0,0,0,4,30,48,Male
0,1,1,1,1,1,1,0,0,1,1,-4,53,1,Male
0,0,0,1,1,0,1,1,0,0,0,1,48,12,Male
0,1,0,1,1,1,0,0,1,0,0,-2,67,1,Female
0,1,0,1,1,1,0,0,1,0,1,-5,39,0,Male
1,1,0,1,0,1,1,1,0,1,0,3,67,4,Female
0,1,0,1,1,1,0,0,0,0,1,-3,61,0,Male
0,1,0,1,0,0,0,1,1,0,0,2,57,4,Male
0,1,0,1,0,0,1,0,0,0,1,-5,64,1,Male
0,1,0,1,1,1,1,1,0,0,1,-4,64,1,Female
1,1,0,1,1,1,1,1,1,1,0,4,34,48,Female
1,1,1,1,1,1,1,1,1,1,0,4,45,48,Male
1,1,0,1,0,1,1,1,0,0,0,3,34,12,Male
0,1,0,1,1,1,1,0,0,0,1,-5,67,1,Male
0,0,0,1,0,1,0,0,0,0,1,-5,38,0,Female
1,1,0,1,1,1,1,1,1,0,0,2,22,48,Male
1,1,1,0,0,1,1,1,0,0,0,5,57,48,Female
1,1,0,0,0,1,1,1,0,0,0,2,65,4,Female
0,1,0,1,1,1,0,0,0,0,0,-2,63,1,Male
0,1,0,1,1,1,0,0,1,0,1,0,49,1,Male
0,1,0,1,1,1,1,0,0,0,1,-2,36,1,Male
0,0,1,1,1,0,0,0,0,1,1,-1,60,0,Female
0,1,0,1,1,1,0,0,1,0,1,-3,62,1,Female
1,1,0,1,0,1,1,1,1,0,0,5,55,48,Male
1,1,0,1,0,1,0,1,0,0,0,3,41,12,Female
0,1,0,1,1,1,0,0,1,0,1,-2,46,96,Male
1,1,0,1,0,1,1,1,0,0,0,3,51,12,Female
1,1,0,0,0,1,0,1,0,1,0,5,61,4,Female
1,1,0,1,0,1,0,1,1,1,0,3,38,48,Female
0,1,0,1,1,1,0,0,1,0,1,-4,59,0,Female
1,1,0,0,0,1,0,1,0,1,0,4,36,12,Male
0,1,0,1,1,1,1,0,0,0,0,0,62,0,Female
0,1,1,1,1,1,0,1,1,0,0,0,58,12,Male
1,1,0,1,1,1,1,1,0,0,0,4,23,48,Female
0,1,0,1,0,1,0,0,1,0,1,-5,50,4,Female
1,1,0,1,0,1,0,1,1,0,0,4,25,12,Female
0,1,0,1,0,1,1,1,0,0,0,1,55,12,Male
0,1,0,1,1,1,1,0,1,0,1,-5,48,1,Male
0,0,0,1,0,1,0,0,0,0,1,-5,62,0,Female
1,1,0,1,0,1,1,1,0,0,0,2,61,4,Female
1,1,0,1,1,1,0,1,1,0,0,4,32,96,Female
0,1,0,0,0,1,1,0,0,1,0,0,49,4,Male
1,1,1,1,1,1,1,1,1,1,1,3,20,12,Male
0,1,0,1,1,1,0,0,1,0,1,1,43,4,Female
0,0,0,0,0,1,1,0,0,0,0,-5,63,0,Female
1,1,0,0,0,1,1,1,0,1,0,4,60,12,Female
0,1,0,1,0,1,1,0,0,0,0,1,68,1,Female
1,1,0,1,0,1,1,1,0,0,0,3,64,12,Male
0,1,0,1,1,1,1,0,0,0,1,-5,57,1,Male
1,1,0,0,0,1,1,1,0,0,0,4,71,12,Male
1,1,0,1,1,1,1,1,0,0,1,3,30,4,Female
1,1,0,0,0,1,1,1,0,1,0,5,61,96,Male
1,0,0,0,0,1,1,1,0,0,0,1,55,12,Female
1,1,0,0,0,1,0,0,1,0,0,-3,53,12,Male
1,1,0,1,0,1,0,1,1,0,0,4,45,4,Male
1,1,0,1,0,1,1,1,0,0,0,3,41,12,Male
1,1,0,1,1,1,0,1,1,1,0,3,30,4,Male
0,1,0,1,0,1,1,0,0,0,0,2,42,48,Female
1,1,0,0,0,1,1,1,0,0,0,3,22,48,Female
1,1,0,1,0,1,1,1,0,0,0,3,46,4,Female
1,1,0,1,0,1,0,1,0,0,0,5,43,12,Male
1,1,0,0,0,1,1,1,0,1,0,5,33,12,Female
1,1,0,1,1,1,1,1,0,0,0,-2,19,0,Female
1,1,0,1,1,1,0,1,1,0,0,4,24,12,Male
0,1,0,1,1,1,1,0,1,0,1,-4,58,1,Male
0,1,0,1,0,1,0,0,1,0,0,0,59,4,Male
1,1,0,1,0,1,1,1,0,0,0,3,31,12,Female
0,1,0,1,1,1,0,0,1,0,0,2,37,12,Female
0,1,1,1,1,1,1,1,0,0,0,2,56,12,Male
0,1,0,1,1,1,1,1,0,0,0,-2,52,4,Male
0,0,0,1,1,1,1,0,0,0,1,-5,36,0,Male
1,1,0,1,1,1,1,1,0,1,0,4,25,12,Female
1,1,0,1,1,1,0,1,0,0,1,0,20,1,Male
1,0,0,1,1,1,0,1,1,0,0,4,21,12,Female
1,1,0,1,1,1,0,0,1,0,0,-2,59,48,Female
0,1,0,1,0,1,1,0,0,0,0,-4,51,1,Female
0,1,0,1,0,1,1,1,0,0,0,2,50,12,Female
0,1,0,1,0,1,1,0,0,0,0,0,63,4,Male
1,1,0,1,0,1,1,1,0,0,0,1,25,4,Female
0,1,0,1,0,1,1,1,0,0,0,1,51,12,Male
0,1,0,1,1,1,1,1,0,0,0,-1,36,1,Female
1,1,0,1,1,1,0,1,1,0,0,3,31,12,Female
0,1,0,1,0,1,1,0,0,0,0,1,26,12,Male
0,0,0,0,0,0,0,0,0,0,1,-5,30,1,Male
1,1,0,1,0,1,1,1,0,0,0,2,37,12,Female
1,1,0,1,1,1,0,0,0,0,1,-1,30,4,Male
1,1,0,1,1,1,1,1,0,1,0,4,30,12,Female
0,1,1,0,0,1,0,1,1,0,0,4,55,4,Female
0,1,0,1,1,1,1,0,0,0,0,1,19,12,Female
1,1,0,0,0,1,1,1,0,1,0,5,23,96,Female
0,1,0,1,1,1,1,0,0,0,1,-4,26,4,Female
0,1,0,1,0,1,1,0,0,0,0,-1,59,1,Female
1,1,0,0,0,1,0,1,1,1,0,4,23,48,Male
1,1,0,1,1,1,0,1,0,0,0,4,30,12,Male
1,1,0,1,1,1,1,1,0,0,0,3,18,4,Female
0,1,0,0,1,1,1,1,0,0,1,0,51,1,Male
0,0,0,1,1,1,0,0,1,0,1,2,35,1,Male
1,1,0,1,1,1,0,1,1,0,1,3,43,48,Female
0,1,0,1,1,1,0,1,0,0,0,0,56,1,Female
0,1,0,1,0,1,0,0,1,0,0,2,53,48,Male
0,1,0,1,1,1,1,0,0,0,0,-3,47,4,Female
1,1,0,1,1,1,0,1,0,0,0,2,65,4,Male
0,1,0,1,0,1,0,0,0,0,0,0,51,0,Male
1,1,0,1,0,1,0,1,1,0,0,2,33,12,Female
1,1,0,1,1,1,0,1,1,0,0,0,61,0,Male
1,1,0,1,0,1,1,1,0,0,0,0,33,12,Female
1,1,0,1,1,1,1,1,0,1,0,0,25,12,Male
0,1,0,1,1,1,1,1,1,0,1,-5,36,0,Male
1,1,0,1,0,1,1,1,0,1,0,5,47,12,Male
1,1,1,1,0,1,1,1,0,1,0,2,59,12,Female
1,1,0,1,1,1,0,0,1,0,1,-4,37,1,Female
1,1,1,1,1,1,1,1,0,0,0,0,22,12,Male
0,1,0,1,1,1,1,0,0,0,1,-3,48,4,Male
1,1,0,1,0,1,1,1,0,0,1,2,70,1,Male
0,0,0,1,1,1,1,0,1,0,1,-5,51,0,Male
0,1,0,1,0,1,1,0,0,0,0,3,23,12,Female
1,1,1,1,1,1,1,1,1,1,0,5,28,4,Female
1,1,0,1,1,1,0,1,1,0,1,4,39,48,Male
0,1,0,0,0,1,0,1,0,1,0,4,62,4,Female
1,1,0,1,0,1,0,1,1,0,0,5,25,48,Female
1,1,0,1,1,1,0,0,1,0,0,2,27,4,Female
0,1,0,0,0,1,0,0,0,0,0,-2,59,4,Female
0,1,1,1,1,1,1,0,0,0,0,-3,65,4,Male
0,0,0,0,0,0,0,1,1,0,0,-4,54,4,Female
1,1,0,1,0,1,1,1,0,1,0,3,64,4,Male
1,1,0,0,0,1,0,1,0,0,0,2,49,12,Female
1,1,0,1,1,1,1,1,1,0,0,5,22,96,Female
1,1,0,1,1,1,1,1,0,0,0,3,35,12,Male
1,1,0,1,1,1,0,1,1,0,0,4,41,96,Female
1,1,0,1,0,1,1,1,1,1,1,1,32,4,Male
1,1,0,1,1,1,0,1,0,0,0,5,24,48,Female
1,1,0,0,0,1,1,1,0,1,0,5,52,48,Female
0,0,0,1,1,1,0,0,1,0,1,-5,44,1,Male
1,1,0,1,0,1,1,1,0,0,0,4,38,12,Female
1,1,0,1,1,1,1,1,0,0,0,3,43,48,Female
1,1,0,1,1,1,1,1,0,0,0,1,32,1,Female
0,1,0,1,0,1,0,0,1,0,0,-1,38,4,Male
0,1,0,1,1,1,1,0,0,0,0,0,63,0,Female
1,1,0,1,0,1,0,1,0,1,0,3,46,4,Female
1,1,0,1,0,1,0,1,0,0,1,3,29,4,Female
0,0,0,1,1,0,0,0,1,0,1,-5,61,0,Female
1,1,0,1,1,0,0,0,1,0,0,2,47,4,Male
1,1,0,1,1,1,0,1,1,0,0,3,31,12,Male
0,1,0,0,0,1,1,1,0,1,0,3,35,48,Male
1,1,0,1,0,1,1,1,0,0,0,3,64,4,Male
1,1,0,1,1,1,1,1,0,0,0,2,26,12,Female
0,1,1,1,1,1,1,0,0,0,0,-1,55,1,Female
1,1,0,1,1,1,1,1,0,0,0,3,46,96,Female
1,1,0,0,0,1,1,1,0,0,0,5,52,12,Male
0,1,0,1,1,1,0,0,1,0,1,-5,50,0,Female
1,1,0,1,1,1,1,1,0,0,0,3,33,12,Male
1,1,0,1,0,1,1,1,0,0,0,5,30,12,Female
0,1,0,1,0,1,0,0,0,0,0,3,46,48,Female
0,1,0,1,0,1,1,0,0,0,1,0,60,1,Female
1,1,0,1,0,0,1,1,0,0,0,3,27,96,Male
1,1,0,1,0,1,1,1,0,0,0,2,51,4,Female
1,1,0,0,0,1,1,1,0,1,0,4,41,12,Female
1,1,0,1,0,1,1,1,0,0,0,2,67,12,Female
0,0,0,1,1,0,0,0,1,0,1,-5,63,0,Female
1,1,0,1,0,1,0,1,0,1,0,3,65,4,Female
0,1,0,1,1,0,0,0,1,0,1,0,59,12,Male
1,1,0,1,1,1,0,1,1,0,0,0,34,1,Female
0,1,0,1,1,1,1,1,0,0,0,0,34,1,Female
1,1,0,1,1,1,1,1,0,0,0,4,53,48,Female
1,1,0,1,0,1,1,1,0,1,0,2,31,48,Female
1,1,0,0,0,1,1,1,0,1,0,5,58,12,Female
1,1,0,0,0,1,1,1,0,0,0,2,39,48,Male
1,1,1,1,0,1,1,1,0,0,0,4,66,12,Male
1,1,0,1,0,1,1,1,0,0,0,0,55,12,Male
1,1,0,1,0,1,0,1,1,0,0,5,28,12,Female
1,1,0,1,1,0,0,1,1,0,1,-5,34,12,Female
1,1,0,1,0,1,0,1,1,0,0,4,24,12,Male
1,1,1,0,0,1,1,0,0,1,0,0,59,4,Female
1,1,0,0,0,1,1,1,0,1,0,3,67,4,Female
0,1,0,1,1,1,1,0,0,0,1,1,52,12,Female
0,1,0,1,0,1,0,1,1,0,0,2,41,48,Male
1,1,0,1,0,1,1,1,0,1,0,5,37,12,Female
1,1,0,1,1,1,1,1,0,0,0,5,18,48,Male
1,1,0,0,0,1,1,1,0,1,0,4,63,48,Male
1,1,1,1,1,1,1,1,0,0,0,4,24,48,Male
1,1,0,0,0,1,1,1,0,0,0,5,57,96,Male
1,1,0,1,0,1,1,1,0,0,0,0,40,12,Male
1,1,0,1,1,1,0,1,1,0,0,2,20,12,Male
1,1,0,1,1,1,0,1,0,0,0,1,55,4,Male
1,1,0,1,1,1,0,1,1,1,0,2,18,1,Female
1,1,0,1,0,0,0,0,1,0,0,1,42,12,Male
0,1,0,1,0,1,1,0,1,0,1,-4,47,1,Female
0,1,0,1,0,1,0,0,1,0,0,3,40,4,Male
1,1,0,1,0,1,1,1,0,1,0,3,35,12,Female
1,1,0,1,1,1,1,0,0,0,0,1,64,12,Male
0,1,0,1,1,0,1,1,0,0,1,-2,50,4,Female
1,1,0,0,0,1,1,1,0,1,0,5,55,48,Female
0,0,0,1,1,1,1,0,0,0,1,-4,64,0,Female
0,1,0,1,1,1,0,0,1,0,1,-4,49,1,Female
1,1,0,0,0,0,0,1,1,0,0,0,49,4,Male
0,1,0,1,0,1,1,0,0,0,0,3,49,48,Female
0,1,0,1,1,1,0,0,1,0,1,-4,50,4,Male
1,1,0,1,0,1,0,1,1,1,0,0,65,1,Male
0,1,1,1,1,1,0,0,1,0,1,-5,49,48,Male
1,1,0,1,1,1,1,1,0,0,0,4,36,12,Male
1,1,0,1,1,1,0,1,1,1,0,4,31,96,Female
1,1,0,1,1,1,1,1,0,0,0,5,25,48,Female
1,1,0,1,0,1,1,1,0,0,0,3,51,12,Male
0,1,0,1,0,0,0,0,1,0,0,1,41,48,Male
0,1,0,1,1,1,1,0,0,0,0,-1,58,1,Female
0,1,1,1,0,1,1,1,0,0,0,0,69,12,Male
1,1,0,1,0,1,1,1,0,0,0,3,22,48,Female
1,1,0,1,0,1,0,1,1,0,0,5,39,12,Male
0,1,0,1,1,0,1,0,0,0,0,-2,58,12,Female
0,1,0,0,1,0,0,0,1,0,0,-1,47,12,Male
0,1,0,1,0,1,0,1,1,0,0,1,62,48,Male
1,1,0,1,0,1,1,1,0,0,0,3,49,12,Male
0,1,1,1,0,1,1,1,0,0,0,-3,65,1,Female
1,1,0,1,0,1,1,1,0,1,0,5,39,48,Female
0,1,0,1,1,0,1,0,0,0,1,-3,33,1,Female
1,1,0,1,0,0,0,1,1,0,0,4,33,48,Male
0,1,0,1,0,1,0,1,1,0,0,1,64,12,Male
0,1,0,1,1,1,1,1,0,0,0,-2,18,1,Male
1,1,0,1,0,1,1,1,0,1,0,1,67,12,Male
0,1,0,1,0,1,0,0,1,0,1,-5,62,1,Female
