yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,Visits/year,Gender
0,1,0,1,1,1,1,1,0,0,0,-4,56,0,Female
0,1,0,1,1,0,1,1,0,1,0,-5,36,12,Female
0,1,0,1,0,0,0,1,0,1,0,1,68,1,Male
1,1,0,0,0,1,0,1,0,1,0,3,42,12,Female
1,1,0,1,0,0,0,1,1,0,0,2,39,48,Male
1,1,0,1,1,1,1,1,0,0,0,3,24,12,Female
1,1,0,1,1,1,0,1,1,0,0,4,38,48,Female
1,1,0,0,0,1,0,1,1,0,0,5,52,48,Male
1,1,0,0,0,1,1,1,0,1,0,2,43,48,Female
0,1,0,1,0,1,1,0,0,0,0,0,57,4,Male
0,1,1,1,1,1,1,0,0,0,0,-4,59,1,Female
0,0,0,1,0,0,0,1,0,0,1,-5,57,0,Female
1,1,0,1,0,1,1,1,0,0,0,0,43,4,Male
1,1,0,1,1,1,1,1,0,1,0,5,25,48,Female
1,1,0,1,0,1,1,1,0,1,0,2,61,4,Female
1,1,0,1,1,1,0,1,1,0,0,5,25,12,Female
0,0,0,1,1,1,0,0,1,0,1,-5,70,1,Female
0,1,0,1,1,1,1,0,0,0,0,2,54,4,Male
1,1,1,1,0,1,1,1,0,0,0,5,60,4,Male
0,1,0,1,1,1,0,0,0,0,0,-4,59,1,Male
0,0,0,1,1,0,0,0,1,0,1,-5,66,0,Male
1,1,0,1,0,0,1,0,0,1,0,4,51,48,Male
1,1,0,1,0,1,0,1,1,0,0,1,57,12,Female
0,1,0,1,1,1,1,0,0,0,0,2,61,4,Female
1,1,0,1,1,0,0,1,1,1,0,3,31,12,Female
1,1,0,1,1,1,0,1,1,0,0,2,27,48,Male
1,1,0,1,1,1,1,1,0,0,0,3,36,48,Male
0,1,0,1,1,1,0,0,1,0,1,-5,45,0,Female
0,1,0,1,1,1,1,0,0,0,1,-3,53,4,Female
0,1,0,0,0,1,1,1,0,1,0,3,42,1,Female
0,1,0,1,1,1,1,1,0,0,0,0,50,1,Female
0,1,0,1,0,1,1,0,0,0,1,2,51,12,Female
0,0,0,1,1,1,0,0,1,0,1,-4,36,0,Male
1,1,0,1,0,1,0,1,0,0,0,-1,55,96,Female
0,1,0,1,1,1,0,1,0,0,0,0,67,4,Male
1,1,0,0,0,1,1,1,0,0,0,0,56,12,Male
0,1,0,1,1,1,1,0,0,0,0,0,70,1,Female
0,0,1,1,1,1,1,1,0,0,1,-5,58,1,Female
0,0,0,1,1,1,0,0,1,0,1,-5,44,0,Male
0,1,0,1,0,1,1,0,1,0,0,-5,52,1,Female
1,1,0,1,1,1,1,0,0,0,0,-3,61,1,Female
1,1,0,1,0,1,1,1,0,0,0,3,33,12,Female
1,1,0,1,1,1,1,1,0,0,0,4,30,12,Female
0,0,0,1,1,0,0,0,1,0,1,-5,37,4,Male
1,1,0,1,1,1,0,1,1,0,0,3,26,4,Male
0,1,1,1,0,1,0,0,1,0,0,0,65,1,Female
1,1,0,1,0,1,1,1,0,0,0,5,38,12,Female
1,1,0,1,0,1,1,1,0,0,0,1,29,48,Female
0,1,1,1,0,1,0,0,1,0,1,-5,62,0,Female
0,1,0,1,0,1,1,1,0,0,0,4,21,48,Male
0,1,0,1,0,1,1,0,0,0,0,-3,35,1,Female
1,0,0,1,1,1,1,1,1,0,1,5,27,4,Male
0,0,0,1,1,1,0,0,1,0,1,-5,19,0,Male
1,1,0,1,1,1,0,1,0,0,0,5,29,4,Male
1,1,0,1,0,1,0,0,1,0,0,3,29,48,Male
1,1,0,1,1,1,1,1,0,0,0,4,29,48,Male
1,1,0,1,0,1,1,1,0,0,0,3,31,48,Female
1,1,0,1,1,1,1,1,0,0,0,1,55,12,Female
1,1,0,1,1,1,1,1,0,0,0,2,36,4,Male
0,1,0,1,1,1,1,1,0,0,1,1,48,1,Female
1,1,0,1,1,1,1,1,0,0,0,2,23,4,Female
1,1,0,1,1,1,1,1,0,0,0,5,35,12,Male
0,1,0,1,0,1,1,0,0,0,1,0,29,0,Male
0,1,0,1,1,1,1,1,0,0,1,0,52,4,Female
1,1,0,1,1,1,1,1,0,0,0,4,32,48,Male
0,1,0,1,0,1,1,0,0,0,0,3,39,48,Female
1,1,0,1,0,1,1,1,0,0,0,3,55,12,Female
1,1,0,1,0,1,1,1,0,0,0,1,41,48,Male
0,1,0,1,1,1,1,0,0,0,1,-5,55,0,Female
1,1,0,1,0,1,1,1,0,0,0,5,29,12,Female
1,1,0,0,0,1,1,1,0,1,0,3,35,48,Male
1,1,0,0,0,1,1,1,1,1,0,5,44,48,Male
0,1,0,1,0,1,1,1,0,1,0,1,60,4,Female
1,1,0,1,0,1,0,1,1,0,0,5,40,12,Female
0,1,1,1,1,1,0,0,0,0,0,-5,45,1,Female
0,1,0,1,1,1,1,0,0,0,0,-2,37,1,Female
1,1,0,0,0,1,1,1,1,1,0,5,30,48,Male
1,1,0,1,0,1,0,1,0,0,0,1,53,12,Male
0,1,0,1,1,1,0,0,1,0,1,-5,33,12,Male
0,1,0,1,0,1,0,0,0,0,0,-1,37,4,Male
1,1,0,1,1,1,1,1,0,0,0,4,33,12,Male
1,1,0,1,0,0,1,1,0,1,0,5,37,48,Female
1,1,0,1,1,1,0,0,0,0,0,1,57,4,Male
0,0,0,1,1,1,1,0,0,0,1,-5,53,0,Female
1,1,0,1,0,1,0,1,0,1,0,3,46,96,Female
0,1,0,1,1,1,0,1,1,0,1,0,62,4,Male
1,1,0,1,0,1,1,1,0,0,0,5,53,12,Female
0,1,0,1,0,1,1,0,0,0,1,-1,53,1,Male
1,1,0,1,1,1,1,1,0,1,0,4,35,12,Female
0,1,0,0,1,1,0,0,1,0,1,-3,52,1,Male
1,1,0,1,1,1,1,1,0,0,0,3,23,12,Female
0,1,0,1,1,1,0,0,1,0,1,0,57,0,Female
1,0,0,1,1,1,0,1,1,0,0,4,29,48,Female
1,1,1,1,1,1,0,1,1,1,0,0,35,1,Female
0,0,0,1,1,1,0,0,1,0,1,-4,44,4,Male
0,1,0,1,1,0,1,0,0,0,1,-5,57,4,Female
1,1,0,1,0,1,0,1,1,0,0,4,49,12,Male
1,1,1,0,0,1,1,1,0,1,0,4,63,12,Male
1,1,0,1,1,1,1,1,0,0,0,4,50,48,Male
1,1,0,1,1,1,1,1,0,0,0,3,69,12,Male
1,1,0,0,0,1,0,1,1,1,0,5,55,48,Male
0,1,0,0,0,1,1,0,0,0,0,2,44,48,Female
0,1,0,1,0,1,1,0,0,1,0,1,65,1,Female
1,1,0,1,1,0,0,1,1,0,1,3,30,4,Female
0,1,0,1,0,1,0,0,0,0,0,-2,70,1,Female
0,0,0,1,1,0,0,0,1,0,1,-2,67,4,Female
0,1,1,1,1,1,0,1,1,0,0,0,60,4,Male
1,1,0,1,1,1,0,1,1,0,0,2,31,4,Female
1,1,0,1,1,1,1,1,0,1,0,3,50,48,Female
0,1,0,1,1,1,0,0,1,0,1,-5,66,1,Female
1,1,0,1,1,1,1,1,0,1,0,3,24,12,Male
1,1,0,1,1,1,0,0,0,0,0,3,50,12,Female
1,1,0,1,0,1,1,1,0,0,0,0,42,48,Female
1,1,0,1,1,1,1,1,0,1,0,5,23,48,Female
1,1,0,1,1,1,0,1,1,0,0,3,24,12,Female
1,1,0,1,0,1,1,1,0,0,0,3,57,12,Male
0,1,0,1,0,1,0,0,1,0,0,-5,64,0,Male
0,0,0,0,0,1,1,1,0,0,0,1,63,12,Female
1,1,1,1,1,1,1,1,0,0,1,-1,62,1,Female
1,1,0,1,1,1,0,1,1,0,0,5,19,48,Female
1,1,0,1,0,1,0,1,1,0,0,5,22,4,Female
1,1,0,1,1,0,1,1,0,0,1,1,20,4,Female
1,1,0,1,0,1,1,1,0,0,0,1,32,12,Female
1,1,0,1,0,1,1,1,0,1,0,2,22,4,Female
0,1,0,1,1,1,0,0,1,0,1,-2,28,1,Female
1,1,0,0,0,1,1,1,0,1,1,4,47,12,Female
0,1,0,1,0,1,1,0,0,0,0,0,63,12,Male
1,1,0,1,1,1,0,1,1,1,1,-4,44,4,Male
1,1,0,1,1,1,0,1,0,0,0,1,27,1,Female
0,1,0,1,1,1,1,0,0,0,0,-2,22,12,Male
0,1,0,1,1,1,1,1,0,0,0,-2,66,0,Female
0,1,0,1,1,1,1,1,0,0,0,1,68,4,Male
0,1,1,1,1,1,1,1,1,0,1,-5,59,0,Male
1,1,0,1,1,0,1,1,0,0,0,3,20,12,Female
1,1,0,1,1,1,0,1,1,0,0,3,39,48,Female
0,1,0,1,1,1,1,0,0,0,1,0,24,4,Female
0,1,0,1,0,1,1,0,0,0,0,3,49,48,Male
0,1,0,1,1,0,0,0,1,0,1,-1,42,4,Male
1,1,0,1,1,1,1,1,0,0,0,4,20,4,Female
0,0,0,1,1,0,0,0,1,0,1,-5,27,1,Female
0,1,0,1,1,1,1,0,0,0,1,-3,22,0,Female
0,1,0,1,1,1,1,0,0,0,1,-5,26,1,Male
1,1,1,0,0,1,1,1,0,1,0,4,58,48,Male
0,0,0,1,1,0,0,0,1,0,1,-5,35,1,Male
0,1,0,1,1,1,1,1,0,0,0,0,28,48,Male
0,1,0,1,1,1,1,0,0,0,0,-4,60,0,Female
0,1,0,1,1,1,0,0,0,0,0,-5,61,4,Female
1,1,0,1,0,1,0,1,1,0,0,3,59,12,Male
0,1,0,1,1,1,1,0,0,0,0,1,64,4,Female
0,1,0,1,1,1,0,1,1,0,1,0,19,0,Female
0,1,1,0,0,1,1,1,0,0,0,-2,69,4,Female
0,1,0,0,1,1,0,1,0,0,0,2,44,12,Male
1,1,0,1,1,1,1,1,0,0,0,2,29,48,Female
0,1,0,1,1,1,1,0,0,0,0,0,27,4,Male
1,1,0,1,1,1,1,1,0,0,1,5,26,4,Male
0,1,0,1,1,1,1,0,0,0,0,-1,59,1,Female
1,1,0,1,1,1,0,0,1,0,0,-3,40,1,Male
1,1,0,1,0,1,1,1,1,0,1,5,32,1,Male
0,1,0,0,0,1,1,0,0,0,1,-3,49,4,Female
1,1,0,1,0,0,0,1,1,0,0,2,58,4,Male
1,1,0,1,0,1,1,1,0,1,0,5,44,48,Female
0,1,0,1,0,1,0,0,0,0,1,-2,54,4,Male
1,1,0,1,1,1,1,1,0,0,0,1,31,48,Female
1,1,0,1,0,1,1,1,0,0,0,0,45,4,Female
0,1,0,1,0,1,1,1,0,0,0,1,50,4,Male
1,1,0,1,1,1,0,1,1,0,0,1,23,12,Male
0,1,0,1,0,1,0,0,1,0,1,-3,45,1,Female
0,1,0,0,1,1,0,1,1,0,0,3,30,48,Male
1,1,0,1,1,1,1,1,0,0,1,5,31,4,Male
0,1,0,1,1,1,1,1,0,0,1,2,40,4,Female
1,1,0,0,0,1,1,1,0,1,0,4,63,12,Male
1,1,0,1,0,1,1,1,0,1,0,3,62,4,Female
1,1,0,1,1,1,0,1,1,0,0,5,22,96,Male
1,1,0,0,0,1,1,1,0,1,0,3,45,12,Female
1,1,1,1,1,1,0,1,1,0,0,0,54,4,Female
0,0,0,0,0,0,0,0,0,0,0,-5,70,0,Female
1,1,0,1,1,1,1,1,0,0,1,0,40,12,Male
0,1,0,1,1,1,1,0,0,0,0,-1,43,4,Male
1,1,0,1,1,1,0,1,1,1,0,2,43,48,Male
0,1,0,1,1,1,0,1,1,0,1,-2,47,1,Female
0,1,0,1,1,1,1,0,0,0,0,-4,29,1,Female
1,1,0,1,1,1,1,1,0,0,0,4,66,48,Female
0,1,0,1,1,1,0,0,1,0,1,-1,22,4,Male
1,1,0,0,0,1,1,1,0,1,0,3,64,4,Female
1,1,0,1,1,1,0,1,1,0,0,0,38,12,Male
1,1,0,0,0,0,0,0,0,0,0,-1,54,4,Male
0,0,0,1,1,1,0,0,1,0,1,-5,42,1,Male
0,1,0,1,1,1,1,0,0,0,0,-4,68,4,Female
0,1,1,1,1,1,1,0,0,0,1,-5,65,0,Female
1,1,0,1,1,1,1,1,0,1,0,3,18,12,Female
0,1,0,1,0,1,1,1,0,0,0,3,53,4,Female
1,1,0,1,0,1,0,1,1,0,0,2,42,12,Female
1,1,0,1,0,1,0,1,0,0,0,5,30,12,Female
1,1,0,1,0,1,1,1,0,1,0,2,53,1,Male
1,1,0,1,1,1,1,1,0,0,0,4,27,12,Male
1,1,0,1,1,1,1,1,0,0,0,3,23,48,Male
0,0,0,0,0,0,0,0,1,0,1,-5,40,1,Male
1,0,0,1,0,1,1,1,0,0,0,3,60,4,Male
0,1,0,1,1,1,0,0,1,0,0,0,59,48,Male
0,0,0,1,1,0,0,0,1,0,1,-3,49,12,Male
0,1,0,1,1,1,0,0,1,0,1,0,44,12,Male
0,0,0,1,1,1,0,0,1,0,1,-4,62,0,Male
1,1,0,1,0,1,0,1,1,0,0,0,37,12,Female
1,1,0,1,1,1,1,1,0,0,0,3,26,12,Female
0,1,0,1,1,1,1,1,0,0,1,-4,58,1,Female
1,1,0,1,1,0,0,1,1,1,0,5,30,48,Female
0,1,0,1,1,1,1,0,0,0,0,1,51,4,Female
0,1,0,1,0,1,0,0,1,0,0,3,60,12,Male
1,1,0,1,0,0,0,1,1,0,0,3,35,12,Female
1,1,1,1,0,1,1,1,0,0,0,2,60,48,Female
0,1,0,1,0,1,1,0,0,0,0,-5,65,1,Female
0,1,0,1,0,1,1,1,0,0,0,2,58,4,Female
0,0,0,1,1,1,1,0,0,0,1,-5,49,0,Male
1,1,0,1,1,1,1,1,0,0,0,1,58,4,Female
1,1,0,1,1,0,1,1,0,0,0,3,26,4,Female
1,1,0,1,1,1,1,0,0,0,0,0,59,4,Male
1,1,1,1,1,1,0,1,0,0,1,-1,28,12,Female
0,1,0,1,1,1,0,1,0,0,0,1,24,4,Female
1,1,0,1,1,1,0,1,1,0,0,3,36,96,Male
0,0,1,1,1,0,1,0,0,1,1,-5,66,1,Male
0,1,0,0,0,1,1,0,0,0,0,0,58,4,Male
0,1,0,1,1,1,1,1,0,0,0,-1,31,12,Female
1,1,0,1,0,1,1,1,0,0,0,4,27,96,Male
1,1,0,1,1,1,1,1,1,0,1,4,20,48,Male
1,1,0,0,0,1,0,1,1,1,0,5,37,48,Male
1,1,0,1,0,1,1,1,0,0,0,1,34,12,Female
0,0,0,1,1,1,1,0,0,0,1,-5,47,0,Male
1,1,0,1,1,1,1,1,0,0,0,4,25,4,Female
0,1,1,1,1,1,0,1,1,0,1,-5,67,1,Male
1,1,0,0,0,0,1,1,0,0,0,4,57,12,Female
1,1,0,1,0,1,1,1,0,0,0,3,48,48,Female
1,1,0,0,0,1,1,1,0,1,0,3,64,12,Female
0,1,0,1,1,1,0,0,1,0,1,-5,38,4,Female
0,1,0,1,1,0,0,0,1,0,1,-3,44,1,Male
1,1,0,1,0,1,1,1,0,0,0,3,47,12,Female
0,1,0,1,1,1,1,1,1,0,0,-4,53,4,Female
1,1,1,0,0,1,1,1,0,0,0,5,37,12,Male
1,0,0,1,1,1,0,1,1,0,0,5,25,4,Male
0,1,0,1,0,1,0,1,1,0,0,4,21,96,Male
0,1,0,1,1,0,0,0,1,0,1,-5,60,0,Female
0,1,0,1,0,1,0,0,1,1,0,-2,48,1,Female
0,1,0,1,1,1,0,0,1,0,0,-4,38,1,Female
1,1,0,1,1,1,0,1,1,0,0,3,24,12,Male
0,1,0,1,1,1,0,0,1,0,0,3,26,12,Male
1,1,0,1,1,1,0,1,1,0,0,4,40,48,Female
1,1,0,1,0,1,0,1,1,0,0,2,62,12,Male
1,1,0,1,0,1,1,1,0,0,0,1,26,4,Male
0,1,0,1,0,1,1,1,0,0,0,0,65,12,Female
0,1,0,1,1,0,0,1,1,0,0,2,50,12,Male
0,0,0,0,0,1,1,0,0,0,0,0,26,0,Female
0,1,0,1,1,1,1,0,0,0,0,-2,44,4,Female
0,1,0,1,0,1,0,0,0,0,0,0,48,48,Male
0,1,0,1,1,1,0,0,1,0,1,0,29,12,Female
0,1,0,1,1,1,0,0,0,0,0,-4,60,1,Female
1,1,1,1,0,1,1,1,0,1,0,5,18,96,Male
0,1,0,1,1,1,1,0,0,0,1,-3,37,1,Female
1,1,0,1,0,1,1,0,1,0,1,-3,55,1,Female
0,1,0,1,1,1,1,0,0,0,0,2,39,4,Female
1,1,0,1,0,1,0,1,1,1,0,4,55,12,Male
1,1,1,1,1,1,1,1,0,0,0,1,18,4,Male
1,1,0,1,0,1,0,1,1,0,0,5,21,48,Female
1,1,0,1,0,1,0,1,1,1,0,2,31,12,Male
1,1,0,1,0,1,1,1,0,1,0,3,28,12,Female
1,1,0,1,1,1,0,1,1,0,0,4,39,12,Male
0,1,0,1,0,1,1,1,0,0,0,1,51,4,Male
1,1,0,1,1,1,1,1,0,1,0,5,18,48,Female
0,1,0,1,0,1,1,0,0,0,1,-5,44,0,Female
0,1,1,1,1,1,1,0,0,0,1,-4,66,0,Male
0,1,0,1,1,1,1,0,0,0,1,-3,34,1,Female
1,1,0,1,0,1,1,1,0,0,0,1,53,4,Female
0,0,0,1,1,1,0,0,1,0,0,-3,42,1,Male
1,1,0,1,1,1,1,1,0,0,0,3,38,4,Female
1,1,0,1,1,1,1,1,0,0,0,3,29,12,Female
0,1,0,1,1,1,0,1,0,0,0,0,57,4,Male
1,1,0,1,0,1,1,1,1,1,0,5,26,48,Male
1,1,0,1,0,1,0,1,1,0,0,3,30,48,Female
0,1,0,1,0,1,1,1,0,0,1,1,46,4,Male
0,1,0,1,0,1,1,0,0,0,0,0,61,4,Male
1,1,0,1,0,1,1,1,0,0,0,0,39,48,Male
1,1,0,1,0,1,1,1,0,0,0,3,62,4,Male
1,1,0,1,0,1,1,1,1,1,0,4,43,12,Female
1,1,0,1,1,1,1,1,0,0,0,3,36,12,Female
1,1,0,0,1,1,1,1,0,0,0,3,60,4,Female
0,1,0,1,0,1,1,0,0,0,0,-4,54,1,Female
0,1,0,1,0,1,1,1,0,0,0,0,48,48,Male
1,1,0,1,1,1,1,1,0,0,0,2,20,12,Male
1,1,0,1,1,1,1,1,0,0,0,2,27,12,Female
0,1,0,1,0,1,1,1,0,0,0,-1,68,12,Female
0,1,0,1,1,1,1,1,0,0,0,-1,70,12,Male
1,1,0,1,1,1,1,1,0,0,0,3,28,12,Female
0,1,0,1,1,1,1,0,0,0,1,-5,59,0,Female
0,1,0,0,0,1,1,0,0,0,0,-2,45,1,Male
1,1,0,0,0,1,0,1,1,1,0,2,67,4,Male
1,1,0,1,1,1,0,0,1,0,1,3,26,48,Female
0,0,0,1,1,1,0,0,1,0,1,-5,42,0,Male
0,1,0,0,0,1,1,0,0,0,0,4,55,48,Male
0,1,0,1,1,1,0,0,0,0,1,-2,30,1,Female
1,1,0,0,0,1,0,1,0,1,0,5,33,48,Male
0,1,0,1,0,1,1,0,0,0,0,-3,60,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,57,12,Female
0,1,0,1,1,1,1,1,0,0,0,0,44,12,Male
1,1,1,1,0,1,1,1,0,0,0,4,59,4,Female
0,0,0,1,1,1,1,0,0,0,1,-5,35,0,Male
0,1,0,1,1,1,1,0,0,0,0,1,60,1,Male
0,1,0,1,1,1,1,0,0,1,1,-5,67,0,Female
1,1,0,1,1,1,1,1,0,0,0,4,29,48,Female
1,1,0,1,1,1,1,1,0,0,0,4,22,12,Female
1,0,0,0,0,1,0,1,0,0,0,4,54,1,Female
1,1,0,1,0,1,0,1,1,1,0,3,21,96,Female
0,1,1,0,0,1,0,1,0,0,0,4,62,12,Female
0,1,0,1,1,1,1,0,0,0,1,-5,53,0,Male
0,1,0,1,1,1,0,0,1,0,1,-4,37,1,Female
1,1,0,1,1,1,1,1,0,1,0,5,44,48,Female
0,1,0,1,1,1,1,0,0,0,1,-5,52,0,Female
0,1,0,1,0,1,0,0,1,0,0,1,55,4,Male
0,1,0,1,1,1,0,0,0,0,1,-3,32,1,Female
0,0,0,1,1,0,0,0,1,0,1,-5,32,12,Female
1,1,0,1,0,1,0,1,1,0,0,2,47,4,Male
0,1,0,1,1,1,0,0,0,0,1,-5,31,1,Male
0,1,0,1,0,1,0,1,1,0,0,1,55,1,Male
0,1,0,1,1,1,0,0,1,1,0,-4,60,1,Female
1,1,0,1,0,1,0,1,1,0,0,5,70,48,Male
1,1,0,1,0,0,1,1,0,0,0,4,49,1,Female
1,1,0,1,1,1,1,1,0,0,0,2,55,1,Female
0,0,0,1,1,1,1,0,0,0,0,-2,50,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,26,12,Male
0,1,0,1,0,1,1,0,0,0,1,-4,55,1,Male
0,1,0,1,1,1,0,1,1,0,1,-3,57,4,Male
0,1,0,1,1,1,1,0,0,0,0,-1,20,12,Female
1,1,0,1,0,1,0,1,1,1,0,4,46,12,Female
0,0,0,1,1,1,1,0,0,0,1,-5,62,0,Female
0,1,0,1,1,1,1,0,0,0,1,0,59,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,53,12,Female
1,1,0,1,1,1,1,1,0,0,0,3,57,4,Female
1,1,0,1,0,1,1,1,0,0,0,1,59,4,Female
1,1,0,1,0,1,1,1,0,0,0,3,41,12,Male
0,1,0,1,0,1,1,0,0,0,0,1,36,12,Male
1,1,0,1,0,1,1,1,0,0,0,4,57,12,Male
1,0,0,0,0,1,1,1,0,0,0,5,33,12,Female
0,1,0,1,0,1,0,0,1,1,0,3,38,12,Female
0,1,0,1,1,1,1,1,0,0,0,1,37,4,Male
1,1,0,1,1,0,1,1,0,0,0,4,25,96,Male
0,1,0,1,1,1,1,0,1,0,1,-3,42,48,Male
1,1,0,1,0,1,0,1,1,0,0,3,55,4,Female
0,1,0,1,1,1,1,0,0,0,0,2,21,48,Male
0,0,0,0,0,0,0,0,1,0,1,-5,44,1,Male
1,1,0,1,1,1,1,1,0,0,1,4,41,48,Male
0,1,0,1,1,1,1,0,0,0,1,-5,25,0,Male
1,1,0,1,1,1,0,1,1,0,0,5,24,12,Male
1,1,0,1,0,1,1,1,0,1,0,4,61,4,Female
1,1,0,1,1,1,0,1,1,0,0,3,27,12,Female
1,1,1,1,1,0,1,1,0,1,1,1,61,12,Male
1,1,0,0,0,1,1,1,0,0,0,3,55,12,Female
1,1,0,1,1,1,0,1,1,0,0,5,29,48,Male
1,1,0,0,1,1,1,1,0,0,0,4,31,12,Male
1,1,0,1,0,1,1,1,0,0,0,2,50,1,Female
0,1,0,1,1,1,1,0,0,1,0,-3,55,0,Male
0,1,0,1,1,1,1,1,0,0,1,1,18,12,Female
1,1,0,1,1,1,1,1,0,1,0,1,52,4,Female
0,1,0,1,1,0,0,1,1,0,0,0,43,12,Male
0,1,0,1,1,0,0,0,1,0,1,-5,47,1,Male
1,1,0,1,0,0,1,1,0,1,0,2,36,48,Female
1,1,0,1,0,1,0,1,1,0,0,3,52,12,Female
1,1,0,0,0,1,1,1,0,1,0,4,41,4,Male
0,1,0,1,1,0,0,0,1,0,1,-3,30,4,Male
