,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Visits/year,Gender,Age,cluster
365,0,1,0,0,0,1,0,1,1,1,1,-3,1,Male,52,0
366,1,1,0,1,0,1,0,1,1,0,0,3,12,Female,53,1
367,1,1,1,1,1,1,0,1,0,0,0,3,12,Male,44,1
368,0,1,0,1,1,1,1,1,0,0,0,1,1,Female,55,1
369,1,1,0,1,0,1,1,1,0,1,0,5,96,Female,21,1
370,0,1,0,0,0,1,1,1,0,0,0,1,12,Male,48,1
371,1,1,1,1,1,0,0,1,1,0,0,3,12,Female,57,1
372,1,1,0,1,1,1,0,1,1,0,0,3,48,Male,26,1
373,1,1,0,0,0,1,1,1,0,0,0,2,12,Female,52,1
374,1,1,0,1,1,1,0,1,1,0,0,4,48,Male,28,1
375,0,1,0,0,0,1,0,1,0,0,0,2,12,Male,58,1
376,1,1,0,0,0,0,1,1,0,1,0,5,12,Male,34,1
377,1,1,0,1,0,1,1,0,0,0,0,-4,4,Male,39,0
378,1,1,1,1,1,1,0,1,1,0,0,3,12,Male,20,1
379,0,1,0,1,0,1,0,0,0,0,1,0,1,Female,61,1
380,1,1,0,1,0,0,0,0,1,0,0,4,48,Male,35,1
381,0,1,0,1,1,1,0,0,1,0,1,-5,0,Male,27,0
382,1,1,0,1,1,1,1,1,0,0,0,3,12,Female,50,1
383,1,1,0,1,1,1,1,1,0,0,0,3,12,Female,58,1
384,0,1,0,1,1,1,1,0,0,0,1,-1,12,Female,29,0
385,1,1,0,1,1,1,0,1,1,0,0,3,48,Male,23,1
386,1,1,0,0,0,1,0,1,0,0,0,2,4,Male,47,1
387,1,1,0,1,1,1,1,1,0,0,0,2,4,Female,58,1
388,0,1,0,1,0,1,0,0,1,0,0,0,12,Female,49,1
389,1,1,0,1,0,1,0,0,0,0,0,1,12,Female,27,1
390,1,1,0,1,1,1,1,1,0,0,0,5,96,Female,20,1
391,1,1,0,1,1,0,0,1,1,0,1,0,4,Male,43,1
392,0,1,0,1,0,1,0,0,1,0,1,0,4,Female,62,1
393,0,0,0,1,0,1,1,0,0,0,1,-5,1,Female,55,0
394,0,0,0,1,1,1,1,1,0,0,0,-3,1,Female,62,0
395,0,1,0,1,1,1,1,0,0,0,1,-3,1,Female,56,0
396,0,1,0,1,0,1,1,0,0,0,0,-4,0,Male,60,0
397,1,1,0,1,0,1,1,1,0,0,0,1,12,Female,42,1
398,1,1,0,1,1,1,1,1,0,0,0,4,48,Female,26,1
399,0,1,0,1,0,1,1,0,0,0,0,-1,1,Female,55,0
400,1,1,0,1,0,1,0,1,0,0,0,4,48,Male,42,1
401,0,1,0,0,0,1,1,1,0,1,0,3,1,Female,67,1
402,1,1,0,1,0,1,0,1,1,0,0,3,48,Male,43,1
403,0,1,0,1,1,1,1,0,0,0,0,0,12,Female,42,1
404,1,1,0,0,0,1,1,1,0,1,0,5,48,Female,50,1
405,0,1,0,1,1,1,1,0,0,0,1,-4,1,Female,20,0
406,0,0,0,1,0,1,0,0,1,0,1,-5,0,Male,50,0
407,1,1,1,1,1,1,0,1,1,0,0,1,1,Male,60,1
408,1,1,0,1,1,1,1,1,0,0,0,-1,0,Male,21,0
409,1,1,0,1,0,1,0,1,1,0,0,4,12,Male,33,1
410,1,1,0,1,0,1,1,0,0,0,0,0,4,Female,68,1
411,1,1,0,1,1,1,1,1,0,0,0,3,12,Male,26,1
412,1,1,0,1,0,1,1,1,0,0,0,1,12,Female,60,1
413,1,1,0,1,1,1,0,1,1,0,0,3,4,Female,52,1
414,1,1,1,0,0,1,1,1,0,1,0,4,4,Female,70,1
415,0,0,0,1,1,1,1,0,1,0,1,-5,1,Female,44,0
416,1,1,0,1,1,1,0,1,1,0,0,2,4,Female,23,1
417,0,1,1,1,0,1,0,0,0,0,0,-1,4,Female,62,0
418,0,1,1,1,0,1,1,1,0,0,0,2,48,Female,59,1
419,1,1,0,0,0,1,1,1,0,1,0,5,48,Female,66,1
420,0,1,0,1,0,1,0,0,1,1,0,1,12,Male,44,1
421,1,1,0,1,1,1,0,1,1,0,0,3,12,Male,25,1
422,1,1,0,1,0,0,0,1,1,1,0,3,12,Male,41,1
423,1,1,0,0,0,1,1,1,0,0,0,4,96,Male,41,1
424,1,1,0,0,0,1,1,1,0,1,0,3,48,Male,33,1
425,0,1,0,1,1,1,0,0,1,0,1,1,12,Female,45,1
426,1,1,0,1,0,1,1,1,0,1,0,5,96,Female,23,1
427,0,0,0,1,1,1,0,0,1,0,1,-4,1,Female,52,0
428,0,1,0,1,0,1,1,0,0,0,0,2,12,Female,63,1
429,1,1,1,1,1,1,1,1,1,1,1,4,12,Female,48,1
430,0,1,0,1,1,1,0,1,1,0,1,-5,0,Male,52,0
431,0,0,0,1,1,1,1,0,1,0,1,-5,0,Male,50,0
432,1,1,0,1,1,1,1,1,0,1,1,2,12,Male,28,1
433,1,1,0,1,1,1,0,1,1,0,1,1,12,Male,24,1
434,0,1,0,1,0,0,0,0,1,0,0,0,48,Female,45,1
435,1,1,0,1,1,0,0,0,1,0,0,2,4,Female,26,1
436,1,1,0,1,1,1,0,1,0,0,1,1,4,Male,19,1
437,0,1,0,1,0,1,0,1,1,0,0,2,4,Male,45,1
438,0,1,0,0,0,1,0,0,1,1,0,1,4,Male,44,1
439,1,1,0,1,1,1,0,1,0,0,0,2,12,Male,47,1
440,0,1,0,1,0,1,1,1,0,0,0,3,12,Male,28,1
441,0,1,0,1,0,1,1,0,0,0,0,2,4,Female,62,1
442,1,1,1,0,1,1,1,1,0,0,0,-1,48,Male,33,0
443,1,1,0,0,0,0,1,1,0,1,0,3,4,Female,67,1
444,1,1,0,0,0,1,1,1,0,1,0,1,1,Female,67,1
445,1,1,1,1,1,1,1,1,1,0,1,2,12,Male,49,1
446,1,1,0,1,1,1,1,1,0,0,0,4,48,Female,33,1
447,1,1,0,0,0,1,1,1,0,1,0,5,96,Female,51,1
448,1,1,0,0,0,1,1,1,0,1,0,3,48,Female,52,1
449,1,1,1,1,1,1,1,1,1,1,0,5,96,Male,30,1
450,1,1,0,1,0,1,0,1,1,0,0,2,12,Female,60,1
451,0,1,0,1,0,1,0,0,1,0,0,-3,4,Female,47,0
452,0,1,0,0,0,1,0,1,1,0,0,2,12,Male,44,1
453,1,1,0,1,0,1,0,1,1,0,0,2,4,Female,43,1
454,0,1,0,1,1,1,1,0,0,0,0,-2,12,Male,46,0
455,0,1,0,1,0,1,0,1,0,0,0,1,12,Female,40,1
456,0,1,0,1,1,1,0,0,0,0,0,0,1,Female,48,1
457,0,1,0,1,1,1,0,0,1,0,1,0,12,Female,53,1
458,1,1,0,1,0,1,0,1,1,0,0,4,4,Male,35,1
459,0,1,0,1,0,1,1,0,0,1,0,-4,4,Male,51,0
460,1,1,0,1,1,1,1,0,1,0,0,2,12,Male,26,1
461,0,1,0,1,1,1,0,0,1,0,0,-2,4,Female,46,0
462,1,1,0,1,1,1,1,1,0,0,0,2,12,Female,39,1
463,1,1,0,1,0,1,1,1,0,0,0,0,1,Male,38,1
464,1,1,0,1,0,1,1,1,0,0,0,4,12,Female,40,1
465,1,1,0,1,0,1,1,1,0,0,0,5,12,Female,36,1
466,0,1,0,1,0,1,1,0,0,0,0,0,0,Female,56,1
467,1,1,0,1,1,1,1,1,0,0,0,5,12,Female,23,1
468,1,1,0,1,0,1,1,1,0,0,0,5,12,Female,39,1
469,0,1,0,1,1,1,1,0,0,0,1,-2,4,Female,22,0
470,1,1,0,0,0,1,1,1,0,0,0,3,12,Male,27,1
471,1,1,0,1,1,1,1,1,0,0,0,0,4,Female,23,1
472,1,1,0,1,1,1,1,1,0,0,0,2,4,Female,21,1
473,1,1,1,1,1,1,1,1,1,1,1,3,4,Male,33,1
474,0,0,0,1,1,1,1,0,0,0,1,-5,0,Female,24,0
475,1,1,0,1,1,1,1,1,0,1,0,5,96,Female,22,1
476,0,0,0,1,1,1,1,0,0,0,1,-5,4,Female,54,0
477,0,1,1,1,1,0,0,0,1,0,1,-3,4,Female,56,0
478,1,1,0,1,1,1,1,1,0,0,0,4,12,Male,20,1
479,1,1,1,0,0,0,0,1,1,1,0,4,12,Female,41,1
480,0,1,1,0,0,1,0,1,1,0,0,4,12,Male,70,1
481,1,1,0,1,1,1,1,1,0,1,0,4,12,Female,54,1
482,1,1,0,1,1,1,0,1,1,1,0,3,12,Male,23,1
483,1,1,0,0,0,1,1,1,0,1,0,2,12,Female,61,1
484,0,1,0,1,0,1,0,1,1,0,0,1,48,Female,52,1
485,1,1,0,1,0,1,1,1,0,1,0,3,48,Female,61,1
486,0,1,1,1,0,1,1,0,0,0,1,-2,4,Female,66,0
487,1,1,0,1,1,1,0,1,1,0,0,1,12,Female,40,1
488,1,1,1,1,1,1,1,1,1,1,1,5,0,Male,26,1
489,0,1,0,0,1,1,0,0,1,1,0,2,12,Male,32,1
490,1,1,0,1,1,1,1,1,0,0,0,-2,4,Male,60,0
491,1,1,0,1,0,1,1,1,0,0,0,3,12,Male,38,1
492,1,1,0,1,1,1,0,1,1,0,0,3,4,Male,29,1
493,0,0,0,1,1,1,0,0,1,0,0,-5,0,Male,69,0
494,0,1,0,1,1,1,1,0,0,0,0,2,1,Male,64,1
495,0,1,0,1,1,1,0,0,0,0,1,-5,0,Male,40,0
496,1,1,0,1,1,1,0,1,1,0,0,1,12,Male,42,1
497,1,1,0,1,0,1,1,1,0,0,0,-5,12,Female,64,0
498,1,1,0,1,1,1,0,1,1,1,0,5,48,Male,22,1
499,1,1,0,1,1,1,1,1,0,0,0,2,4,Female,57,1
500,1,1,0,1,1,1,0,1,1,0,0,2,4,Female,28,1
501,1,1,0,1,0,1,1,1,0,1,0,5,12,Female,41,1
502,1,1,1,1,1,1,0,1,1,0,0,0,96,Male,56,1
503,1,1,0,0,0,1,1,1,0,1,0,3,12,Female,50,1
504,0,1,0,1,1,1,1,0,1,0,1,-5,0,Male,68,0
505,0,1,0,1,0,1,0,1,1,0,1,-5,1,Male,62,0
506,1,1,0,1,1,1,1,1,0,0,0,4,4,Female,58,1
507,1,1,0,0,0,1,1,1,0,1,0,5,96,Male,47,1
508,1,1,0,1,0,1,0,1,1,1,0,3,12,Female,35,1
509,1,1,1,1,0,1,1,1,0,0,0,4,12,Male,58,1
510,1,1,0,1,1,1,1,1,0,0,0,5,48,Female,21,1
511,1,1,0,1,0,1,1,1,0,1,0,3,4,Female,53,1
512,1,1,0,1,0,1,1,1,0,1,0,5,12,Female,38,1
513,1,1,0,1,0,1,0,1,1,0,0,5,12,Male,59,1
514,1,1,0,1,1,1,0,1,1,0,0,4,48,Female,39,1
515,1,1,0,1,1,1,0,1,0,0,0,2,4,Female,36,1
516,1,1,0,1,1,1,1,1,0,0,0,5,96,Female,26,1
517,0,1,0,1,0,1,0,1,1,0,0,-1,48,Male,53,0
518,1,1,0,0,0,1,1,1,0,1,0,5,12,Female,64,1
519,0,1,0,1,1,1,0,1,1,1,1,-3,4,Female,56,0
520,0,1,0,1,1,1,0,0,1,0,0,-5,0,Male,65,0
521,0,0,0,0,1,0,0,0,0,0,1,-5,0,Male,40,0
522,1,1,0,0,0,1,1,1,0,1,0,5,12,Male,68,1
523,1,1,0,1,0,1,1,1,0,0,0,4,96,Male,65,1
524,1,1,0,1,1,1,1,1,0,0,0,2,12,Female,52,1
525,0,1,0,1,0,1,1,0,0,1,0,-4,1,Female,37,0
526,0,0,0,1,1,1,1,0,1,0,1,-5,1,Male,32,0
527,1,1,1,1,0,1,1,1,0,0,0,5,48,Female,51,1
528,1,1,0,1,1,1,1,1,0,1,0,3,4,Female,52,1
529,1,1,0,0,0,1,0,1,1,1,0,4,4,Female,57,1
530,1,1,0,1,0,1,1,1,0,1,0,5,4,Female,55,1
531,0,1,0,1,0,1,0,1,1,0,0,0,12,Female,38,1
532,0,1,0,1,1,1,1,0,0,0,0,2,48,Female,44,1
533,1,1,0,1,0,1,0,1,1,0,0,3,1,Female,56,1
534,0,1,0,1,1,0,0,0,0,0,0,1,1,Female,67,1
535,1,1,0,1,0,1,0,1,0,1,0,3,12,Female,43,1
536,0,1,0,1,0,1,1,1,0,0,0,1,4,Male,39,1
537,1,1,0,1,1,1,1,1,0,0,0,2,48,Female,27,1
538,1,1,0,1,1,1,0,1,0,0,0,1,1,Female,29,1
539,0,1,0,0,1,1,1,0,0,0,0,-1,1,Male,24,0
540,0,1,0,1,1,1,0,0,1,0,1,-5,4,Male,37,0
541,1,1,0,1,1,1,0,1,1,0,1,1,12,Female,22,1
542,0,1,0,1,0,1,0,1,1,1,1,-2,0,Female,55,0
543,0,1,0,1,1,1,1,0,0,0,0,-2,1,Male,50,0
544,1,0,0,0,0,1,0,1,1,1,0,1,12,Male,26,1
545,0,1,0,1,0,1,1,1,0,0,0,0,4,Female,55,1
546,1,1,0,1,0,1,1,1,0,0,0,2,12,Female,48,1
547,1,1,0,1,0,1,0,1,1,0,0,4,48,Female,25,1
548,1,1,0,1,1,1,1,1,1,0,0,4,96,Male,32,1
549,0,1,0,1,1,1,0,0,1,0,1,1,4,Female,28,1
550,0,1,0,1,0,1,1,0,0,0,0,-1,1,Female,52,0
551,1,1,0,1,0,1,1,0,0,0,0,1,48,Male,30,1
552,1,1,0,1,0,1,1,1,0,0,0,-2,1,Female,52,0
553,1,1,0,0,0,1,1,1,0,0,0,4,12,Female,55,1
554,0,0,0,1,1,1,0,0,1,0,1,-5,1,Female,35,0
555,1,1,0,1,0,1,1,1,0,0,0,3,48,Male,29,1
556,1,1,0,1,1,1,1,1,0,0,0,2,1,Male,55,1
557,0,1,0,1,1,1,1,1,0,0,1,1,4,Female,50,1
558,0,1,0,1,1,1,1,0,0,0,1,-2,48,Male,34,0
559,0,1,0,1,0,1,1,1,0,0,0,0,0,Female,59,1
560,1,1,1,0,0,1,0,1,1,1,0,4,48,Male,40,1
561,1,1,0,1,0,1,1,1,0,0,0,3,12,Female,39,1
562,0,1,0,1,1,0,0,1,0,1,0,0,4,Female,46,1
563,1,1,0,0,0,0,1,1,0,0,0,5,48,Male,25,1
564,0,1,0,1,1,0,0,0,1,0,1,-3,4,Male,48,0
565,1,1,0,1,0,1,1,1,0,0,0,3,48,Female,56,1
566,0,1,0,1,1,1,1,0,0,0,1,-3,1,Female,46,0
567,1,1,1,1,0,1,1,1,0,1,0,5,48,Male,44,1
568,0,1,0,0,0,1,1,0,0,1,1,-5,1,Female,55,0
569,1,1,0,1,1,1,1,1,0,0,0,3,96,Male,63,1
570,0,1,0,1,1,1,0,1,1,0,0,1,4,Male,58,1
571,1,1,0,1,1,1,1,1,0,0,0,4,12,Male,18,1
572,0,1,0,1,0,1,0,1,1,0,0,0,4,Male,60,1
573,0,1,0,1,0,1,1,0,0,0,0,-5,1,Female,63,0
574,1,1,0,1,1,1,1,1,0,0,0,3,12,Female,30,1
575,0,1,0,1,1,0,0,0,1,0,0,-5,0,Female,67,0
576,0,0,0,1,1,1,0,0,1,0,0,-5,0,Female,65,0
577,1,1,1,1,1,1,1,1,0,1,0,3,12,Female,61,1
578,0,1,0,1,0,1,0,1,0,0,0,2,48,Male,52,1
579,1,1,0,1,1,1,0,1,1,0,0,-3,1,Female,23,0
580,0,1,0,1,1,0,0,0,1,0,1,-4,4,Female,41,0
581,1,1,0,1,1,1,1,1,0,0,1,0,4,Male,57,1
582,0,1,0,1,0,1,1,0,0,0,0,0,1,Female,46,1
583,1,1,0,1,1,1,0,1,1,0,0,-2,4,Male,36,0
584,0,0,0,1,1,1,1,0,1,1,1,-5,0,Male,54,0
585,1,1,0,1,1,1,1,1,0,0,0,2,12,Male,37,1
586,1,1,0,1,1,1,1,1,0,0,0,5,48,Female,33,1
587,1,1,0,1,1,0,1,1,0,0,0,3,48,Male,26,1
588,1,1,0,0,0,0,0,1,1,1,0,4,48,Male,27,1
589,0,1,0,1,0,1,1,0,0,0,1,-5,1,Male,34,0
590,1,1,0,1,0,0,1,1,0,0,0,2,12,Male,49,1
591,1,1,0,1,0,1,1,1,0,1,0,3,48,Female,34,1
592,0,1,0,1,1,1,1,0,0,0,1,3,12,Female,37,1
593,0,1,0,1,1,1,0,0,0,1,0,-4,1,Male,62,0
594,0,1,0,1,0,1,1,0,0,0,0,2,12,Male,54,1
595,0,1,1,1,1,1,1,1,1,1,0,-3,1,Female,37,0
596,1,1,1,1,1,1,1,1,0,0,0,1,4,Male,57,1
597,0,0,0,1,1,0,0,0,1,0,1,-1,4,Male,48,0
598,0,1,0,1,1,1,1,0,0,0,1,-5,0,Female,59,0
599,1,1,0,1,0,1,1,1,0,1,0,4,12,Female,52,1
600,0,1,0,1,1,1,1,1,0,0,0,1,4,Female,36,1
601,0,1,0,1,1,1,1,0,0,0,0,-3,4,Male,35,0
602,0,1,0,1,1,1,0,0,1,0,1,-4,1,Male,43,0
603,0,1,0,1,0,1,1,0,0,0,1,-4,0,Female,60,0
604,0,1,0,1,1,1,1,0,0,0,0,-3,0,Female,32,0
605,1,1,0,1,0,1,1,1,0,0,0,4,48,Male,62,1
606,1,1,0,1,1,1,0,1,1,0,0,4,12,Male,45,1
607,1,1,0,1,0,1,1,1,0,0,0,4,12,Male,45,1
608,0,0,0,0,0,0,0,0,1,0,1,-5,12,Male,34,0
609,0,1,0,1,0,1,1,0,0,0,1,-5,1,Male,55,0
610,0,1,1,1,0,1,0,1,0,0,1,-1,4,Male,36,0
611,0,1,0,0,0,1,1,0,0,0,0,0,1,Male,29,1
612,0,1,0,1,0,1,1,0,0,0,1,-5,12,Female,64,0
613,0,1,0,1,0,1,1,0,0,0,0,-3,12,Female,66,0
614,0,1,0,1,0,1,0,1,0,0,0,3,12,Female,49,1
615,1,1,0,1,0,1,1,1,0,0,0,2,4,Female,25,1
616,0,1,0,1,0,1,1,1,0,1,0,2,12,Female,58,1
617,0,1,0,1,0,1,1,1,0,0,0,2,1,Female,56,1
618,1,1,0,0,0,1,1,1,1,0,0,3,4,Female,29,1
619,0,1,0,1,1,1,1,1,0,0,0,-1,1,Female,70,0
620,0,1,0,1,1,1,1,0,0,0,1,-3,4,Female,37,0
621,1,1,0,1,0,1,0,1,1,0,0,2,48,Male,38,1
622,1,1,0,1,0,1,1,1,0,1,0,0,1,Female,59,1
623,0,1,0,1,1,1,1,0,0,0,0,-3,4,Female,20,0
624,1,1,0,0,0,1,1,1,0,1,0,5,12,Female,69,1
625,0,1,0,1,1,1,0,1,1,0,0,1,12,Female,66,1
626,0,1,0,1,0,1,1,1,0,0,0,2,12,Female,53,1
627,0,0,0,1,1,1,1,0,0,0,1,-5,0,Female,60,0
628,1,1,0,1,0,1,1,1,0,0,0,3,48,Female,38,1
629,0,1,0,1,1,0,0,0,1,0,1,0,4,Female,34,0
630,1,1,1,1,0,1,0,1,0,0,0,2,4,Female,45,1
631,1,1,0,1,0,1,1,1,0,0,0,3,4,Male,30,1
632,0,0,0,1,1,1,0,0,1,0,1,-5,0,Male,38,0
633,1,1,0,0,0,1,0,0,0,0,0,1,12,Male,55,1
634,1,1,0,1,0,1,0,1,0,0,0,2,12,Female,35,1
635,0,1,0,0,0,1,1,1,0,0,0,-3,1,Female,49,0
636,0,1,0,1,1,1,1,0,0,0,0,0,1,Female,60,1
637,0,0,0,1,1,0,1,0,0,1,0,-2,4,Female,48,0
638,1,1,0,1,0,1,1,1,0,0,0,2,12,Female,43,1
639,1,1,0,1,1,1,0,1,1,0,0,-4,1,Male,39,0
640,1,1,0,1,0,1,1,1,0,0,0,0,48,Male,23,1
641,1,1,0,1,1,1,1,1,0,0,0,4,12,Female,51,1
642,0,1,0,1,1,1,1,0,0,0,1,-5,0,Female,21,0
643,1,1,0,1,0,1,1,1,0,0,0,0,1,Female,70,1
644,0,1,0,1,0,1,0,0,1,0,1,-5,1,Male,56,0
645,0,0,0,1,0,0,0,0,1,0,1,-1,1,Female,33,0
646,1,1,0,1,0,1,1,1,0,0,0,3,4,Male,58,1
647,1,1,0,1,1,0,0,1,1,0,0,3,12,Female,23,1
648,1,1,1,1,0,1,1,1,0,0,0,0,4,Female,63,1
649,1,1,0,1,0,1,0,1,1,0,0,2,12,Female,33,1
650,0,1,0,0,0,0,0,1,1,1,0,1,1,Female,51,1
651,1,1,0,1,0,1,0,1,1,0,0,5,12,Male,27,1
652,1,1,0,0,0,1,1,1,0,1,0,2,12,Male,51,1
653,0,0,0,0,0,0,0,0,0,0,0,-3,0,Male,69,0
654,1,1,0,0,0,1,1,1,0,0,0,2,4,Female,59,1
655,1,1,0,1,0,1,1,1,0,0,0,3,12,Male,40,1
656,1,1,0,1,1,1,1,1,0,0,0,5,12,Female,20,1
657,0,1,0,1,1,1,1,0,0,0,1,-5,0,Male,28,0
658,1,1,0,1,1,0,0,1,1,0,0,1,12,Male,31,1
659,1,1,0,1,1,1,0,1,1,0,0,2,4,Female,32,1
660,1,1,0,1,0,1,0,1,0,0,0,3,48,Female,34,1
661,0,1,0,1,1,1,1,0,1,0,1,-3,48,Male,62,0
662,1,1,0,1,1,1,1,1,0,1,0,0,4,Female,33,1
663,0,1,0,1,0,1,0,1,1,0,1,-1,12,Female,51,0
664,1,1,0,1,1,1,1,1,0,0,0,4,4,Male,36,1
665,1,1,0,1,0,1,0,1,0,0,0,4,12,Female,22,1
666,0,0,0,0,0,0,0,0,1,0,1,-5,0,Female,51,0
667,0,1,0,1,1,1,0,1,1,0,1,-5,0,Male,42,0
668,1,1,0,0,1,1,1,1,0,1,0,2,12,Male,24,1
669,1,1,0,1,1,1,0,1,1,0,0,3,12,Male,18,1
670,0,1,0,1,1,1,1,0,0,0,1,-5,1,Female,26,0
671,0,1,1,1,1,1,1,0,0,1,0,0,0,Male,57,1
672,1,1,0,1,0,1,1,1,0,1,0,1,48,Male,59,1
673,1,1,0,1,1,1,0,1,1,0,0,0,4,Female,38,1
674,1,1,0,1,1,1,1,1,0,0,0,5,96,Female,26,1
675,1,1,0,1,0,1,1,1,0,1,0,2,12,Male,31,1
676,1,1,0,1,1,1,1,0,0,0,0,2,1,Female,27,1
677,0,1,1,1,1,1,0,1,1,0,0,-3,0,Male,55,0
678,1,1,0,0,0,1,1,1,0,1,0,4,96,Male,47,1
679,0,0,0,1,1,0,0,0,1,0,1,-4,0,Male,52,0
680,1,1,0,1,0,1,1,1,0,1,0,5,48,Male,58,1
681,1,1,0,1,1,1,1,1,0,0,0,2,4,Female,30,1
682,1,1,0,1,1,1,0,1,1,0,0,-1,4,Female,38,0
683,1,1,0,1,0,1,1,1,0,0,0,4,48,Female,49,1
684,1,1,0,1,0,1,0,0,0,0,0,3,12,Male,37,1
685,1,1,0,1,1,1,0,0,1,0,0,3,12,Male,39,1
686,1,1,0,1,0,1,1,1,0,0,0,4,48,Male,60,1
687,1,1,0,1,0,0,1,1,0,0,0,3,48,Male,50,1
688,1,1,0,1,0,1,1,1,0,0,0,4,48,Male,25,1
689,0,1,0,1,1,1,1,0,0,0,1,-4,0,Male,64,0
690,0,0,0,1,0,0,0,0,1,0,1,-3,1,Male,62,0
691,0,1,0,1,1,1,1,0,0,0,1,-2,1,Male,37,0
692,1,1,0,0,0,1,0,0,1,1,0,2,4,Male,68,1
693,1,1,0,1,1,1,1,1,0,0,0,2,12,Female,24,1
694,1,1,1,0,1,1,1,1,0,1,0,1,48,Male,26,1
695,0,1,0,1,1,1,0,0,1,0,0,2,12,Female,49,1
696,0,1,0,0,0,0,0,0,1,0,0,-2,48,Male,43,0
697,1,1,0,1,1,1,1,1,0,0,1,4,12,Female,53,1
698,1,1,0,1,1,1,1,1,0,0,0,2,12,Male,41,1
699,0,1,0,1,1,1,1,0,0,0,1,-5,4,Female,35,0
700,0,0,0,1,1,0,0,0,1,0,1,-5,0,Male,60,0
701,1,1,0,1,1,1,1,1,0,0,0,2,48,Male,35,1
702,0,1,0,1,1,1,0,0,1,0,1,0,4,Male,54,0
703,1,1,0,1,1,1,1,1,1,0,0,4,48,Female,23,1
704,0,1,0,0,1,1,1,0,0,1,0,0,1,Female,41,1
705,0,1,0,1,1,0,0,0,1,0,1,-5,1,Female,57,0
706,0,0,0,1,0,1,1,0,0,0,1,-5,0,Female,64,0
707,1,1,0,1,1,1,1,1,0,0,0,2,12,Female,59,1
708,1,1,0,1,0,1,1,1,0,0,0,4,12,Female,38,1
709,0,1,0,1,0,1,1,1,0,0,0,1,4,Male,66,1
710,1,1,0,1,0,1,1,1,0,0,0,4,48,Female,49,1
711,1,1,1,1,1,1,0,1,1,0,0,0,4,Female,48,1
712,0,1,0,1,1,0,0,0,1,0,0,-5,1,Female,63,0
713,1,1,0,1,0,1,1,1,0,0,0,1,4,Female,64,1
714,0,1,0,1,1,1,1,0,0,0,0,-1,4,Female,56,0
715,1,1,0,1,0,1,1,1,0,0,0,3,96,Female,24,1
716,0,0,0,1,0,1,1,0,0,0,1,0,1,Female,57,1
717,0,0,0,1,1,1,1,0,0,1,1,-4,1,Male,59,0
718,1,1,0,1,0,1,1,1,0,1,0,4,12,Female,39,1
719,1,1,0,1,0,1,1,1,0,1,0,5,48,Female,37,1
720,1,1,1,0,0,1,1,1,0,1,0,0,1,Male,65,1
721,0,1,0,1,0,1,0,0,0,0,1,-5,4,Male,55,0
722,1,1,0,1,1,1,1,1,0,0,0,-2,1,Female,34,0
723,0,1,0,1,0,1,1,0,0,0,0,1,48,Female,31,1
724,1,1,0,1,1,1,1,1,0,1,0,0,12,Female,23,1
725,0,1,0,1,1,1,1,0,0,0,0,0,12,Female,42,1
726,1,1,0,1,1,1,0,1,1,0,0,1,1,Male,31,1
727,0,1,0,1,0,1,1,1,0,0,0,1,12,Female,32,1
728,0,1,0,1,0,1,0,0,1,0,0,0,4,Female,49,1
729,0,1,0,0,1,1,1,0,0,0,1,0,12,Male,59,1
